1243060835	20250411	202504	2025	2025.2767	CVL	TOURIST						CVL			PAK	PAKISTAN	PAK								0	112	112	11	3	-2.0	7	1	7	-5.78512396694215	5	Kashmir, Jammu and Kashmir, India	IN	IN12	72809	33.9167	76.6667	-2098229	1	Pakistan	PK	PK		30	70	PK	5	Kashmir, Jammu and Kashmir, India	IN	IN12	72809	33.9167	76.6667	-2098229	20250511000000	https://www.rte.ie/news/world/2025/0511/1512209-india-pakistan/
1243060836	20250504	202505	2025	2025.3397	BRAGOV	BRAZIL	BRA					GOV			CHN	CHINA	CHN								1	036	036	03	1	4.0	2	1	2	0.847457627118644	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	United States	US	US		39.828175	-98.5795	US	20250511000000	https://www.thehindu.com/news/international/brazil-president-lula-da-silva-to-visit-china-ahead-of-regional-summit/article69562389.ece
1243060837	20250504	202505	2025	2025.3397	BRAGOV	BRAZIL	BRA					GOV			CHN	CHINA	CHN								1	036	036	03	1	4.0	8	1	8	0.847457627118644	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	United States	US	US		39.828175	-98.5795	US	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250511000000	https://www.thehindu.com/news/international/brazil-president-lula-da-silva-to-visit-china-ahead-of-regional-summit/article69562389.ece
1243060838	20250504	202505	2025	2025.3397	BRAGOV	BRAZIL	BRA					GOV			CHN	CHINA	CHN								1	042	042	04	1	1.9	2	1	2	0.847457627118644	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Brazil	BR	BR		-10	-55	BR	20250511000000	https://www.thehindu.com/news/international/brazil-president-lula-da-silva-to-visit-china-ahead-of-regional-summit/article69562389.ece
1243060839	20250504	202505	2025	2025.3397	BRAGOV	BRAZIL	BRA					GOV			CHN	CHINA	CHN								1	042	042	04	1	1.9	8	1	8	0.847457627118644	1	Brazil	BR	BR		-10	-55	BR	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250511000000	https://www.thehindu.com/news/international/brazil-president-lula-da-silva-to-visit-china-ahead-of-regional-summit/article69562389.ece
1243060840	20250504	202505	2025	2025.3397	CHN	CHINA	CHN								BRAGOV	BRAZIL	BRA					GOV			1	043	043	04	1	2.8	2	1	2	0.847457627118644	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Brazil	BR	BR		-10	-55	BR	20250511000000	https://www.thehindu.com/news/international/brazil-president-lula-da-silva-to-visit-china-ahead-of-regional-summit/article69562389.ece
1243060841	20250504	202505	2025	2025.3397	CHN	CHINA	CHN								BRAGOV	BRAZIL	BRA					GOV			1	043	043	04	1	2.8	8	1	8	0.847457627118644	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Brazil	BR	BR		-10	-55	BR	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250511000000	https://www.thehindu.com/news/international/brazil-president-lula-da-silva-to-visit-china-ahead-of-regional-summit/article69562389.ece
1243060842	20250504	202505	2025	2025.3397	COP	POLICE						COP			LEG	CHAMBER						LEG			1	040	040	04	1	1.0	5	1	5	-0.62370062370062	4	Porirua, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.1333	174.85	-1516396	4	Porirua, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.1333	174.85	-1516396	4	Porirua, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.1333	174.85	-1516396	20250511000000	https://www.nzherald.co.nz/nz/police-commissioner-500-new-officers-likely-delayed-to-mid-2026/ZXDLSVF3DFCJPD5PDOQ5UJAVWA/
1243060843	20250504	202505	2025	2025.3397	GOV	PRESIDENT						GOV			CHN	CHINA	CHN								1	040	040	04	1	1.0	2	1	2	0.847457627118644	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	20250511000000	https://www.thehindu.com/news/international/brazil-president-lula-da-silva-to-visit-china-ahead-of-regional-summit/article69562389.ece
1243060844	20250504	202505	2025	2025.3397	GOV	PRESIDENT						GOV			CHN	CHINA	CHN								1	040	040	04	1	1.0	6	1	6	0.847457627118644	1	Brazil	BR	BR		-10	-55	BR	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250511000000	https://www.thehindu.com/news/international/brazil-president-lula-da-silva-to-visit-china-ahead-of-regional-summit/article69562389.ece
1243060845	20250504	202505	2025	2025.3397	GOV	PRESIDENT						GOV			CHN	CHINA	CHN								1	040	040	04	1	1.0	2	1	2	0.847457627118644	1	Brazil	BR	BR		-10	-55	BR	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Brazil	BR	BR		-10	-55	BR	20250511000000	https://www.thehindu.com/news/international/brazil-president-lula-da-silva-to-visit-china-ahead-of-regional-summit/article69562389.ece
1243060846	20250504	202505	2025	2025.3397	LEG	CHAMBER						LEG			COP	POLICE						COP			1	040	040	04	1	1.0	5	1	5	-0.62370062370062	4	Porirua, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.1333	174.85	-1516396	4	Porirua, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.1333	174.85	-1516396	4	Porirua, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.1333	174.85	-1516396	20250511000000	https://www.nzherald.co.nz/nz/police-commissioner-500-new-officers-likely-delayed-to-mid-2026/ZXDLSVF3DFCJPD5PDOQ5UJAVWA/
1243060847	20250510	202505	2025	2025.3562	EUR	EUROPEAN	EUR																		0	120	120	12	3	-4.0	10	1	10	-3.09859154929578	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	0								4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20250511000000	https://www.rte.ie/news/world/2025/0511/1512211-russia-ukraine/
1243060848	20250511	202505	2025	2025.3589											AUS	AUSTRALIA	AUS								1	014	014	01	1	0.0	12	3	12	2.85568144037237	0								4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	20250511000000	https://www.naroomanewsonline.com.au/story/8963473/healing-art-medical-scans-get-a-cultural-makeover/
1243060849	20250511	202505	2025	2025.3589											BHS	NASSAU	BHS								1	042	042	04	1	1.9	14	1	10	5.66228513650152	0								4	Nassau, New Providence, Bahamas, The	BF	BF23	5747	25.0833	-77.35	-1543832	4	Nassau, New Providence, Bahamas, The	BF	BF23	5747	25.0833	-77.35	-1543832	20250511000000	https://magneticmediatv.com/2025/05/caribbean-wines-spirits-raises-7200-for-national-art-gallery-with-immersive-art-and-dining-experience/
1243060850	20250511	202505	2025	2025.3589											BUS	BUSINESS						BUS			0	036	036	03	1	4.0	6	1	6	1.41935483870967	0								3	Waterville, Maine, United States	US	USME	ME011	44.552	-69.6317	577893	3	Waterville, Maine, United States	US	USME	ME011	44.552	-69.6317	577893	20250511000000	https://www.sunjournal.com/2025/05/10/lewistons-new-administrator-wants-people-to-believe-in-city-hall/
1243060851	20250511	202505	2025	2025.3589											BUS	BANK						BUS			0	120	120	12	3	-4.0	3	1	3	0.57692307692307	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250511000000	http://www.mesnmw.org/banking/
1243060852	20250511	202505	2025	2025.3589											CAN	CANADA	CAN								1	020	020	02	1	3.0	2	1	2	-2.1193092621664	0								4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20250511000000	https://www.kamloopsbcnow.com/watercooler/health/news/Health/Is_there_really_nothing_anyone_can_do_to_solve_the_ER_closures_crisis/
1243060853	20250511	202505	2025	2025.3589											CAN	MONTREAL	CAN								1	190	190	19	4	-10.0	4	1	4	0.50761421319797	0								4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	20250511000000	https://bloodyelbow.com/2025/05/10/ufc-315-live-stream-info-start-times-updates-and-more-as-belal-muhammad-takes-on-jack-della-maddalena/
1243060854	20250511	202505	2025	2025.3589											CAN	VANCOUVER	CAN								1	190	190	19	4	-10.0	10	1	10	-6.07734806629834	0								4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20250511000000	https://www.newwestrecord.ca/bc-news/north-vancouver-fire-crews-battle-morning-blaze-at-seniors-centre-in-lynn-valley-10643209
1243060855	20250511	202505	2025	2025.3589											CHN	CHINA	CHN								1	040	040	04	1	1.0	5	1	5	0.38759689922481	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250511000000	https://www.independent.co.uk/news/world/americas/us-politics/trump-trade-tariffs-china-b2748619.html
1243060856	20250511	202505	2025	2025.3589											CHN	CHINA	CHN								1	040	040	04	1	1.0	17	3	17	0.414365983697057	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250511000000	https://www.independent.co.uk/news/world/americas/us-politics/trump-trade-tariffs-china-b2748619.html
1243060857	20250511	202505	2025	2025.3589											CHN	CHINA	CHN								1	040	040	04	1	1.0	1	1	1	1.31578947368421	0								1	China	CH	CH		35	105	CH	1	United States	US	US		39.828175	-98.5795	US	20250511000000	https://www.yahoo.com/news/trump-claims-total-reset-reached-233247981.html
1243060858	20250511	202505	2025	2025.3589											CHN	CHINA	CHN								1	040	040	04	1	1.0	1	1	1	1.31578947368421	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250511000000	https://www.yahoo.com/news/trump-claims-total-reset-reached-233247981.html
1243060859	20250511	202505	2025	2025.3589											CHN	CHINA	CHN								1	041	041	04	1	1.0	8	1	8	0.847457627118644	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Brazil	BR	BR		-10	-55	BR	20250511000000	https://www.thehindu.com/news/international/brazil-president-lula-da-silva-to-visit-china-ahead-of-regional-summit/article69562389.ece
1243060860	20250511	202505	2025	2025.3589											CHN	CHINA	CHN								1	041	041	04	1	1.0	2	1	2	0.847457627118644	0								1	United States	US	US		39.828175	-98.5795	US	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250511000000	https://www.thehindu.com/news/international/brazil-president-lula-da-silva-to-visit-china-ahead-of-regional-summit/article69562389.ece
1243060861	20250511	202505	2025	2025.3589											CHN	CHINESE	CHN								1	043	043	04	1	2.8	10	1	10	7.69230769230769	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250511000000	https://english.news.cn/europe/20250511/5364a1c1132d4190a3aa90a5e51b749a/c.html
1243060862	20250511	202505	2025	2025.3589											CHRCTH	THE POPE				CHR	CTH				0	040	040	04	1	1.0	3	1	3	-0.55991041433371	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250511000000	https://www.thetablet.co.uk/features/college-of-cardinals-the-diplomats/
1243060863	20250511	202505	2025	2025.3589											CHRCTH	THE POPE				CHR	CTH				0	040	040	04	1	1.0	3	1	3	-0.55991041433371	0								1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20250511000000	https://www.thetablet.co.uk/features/college-of-cardinals-the-diplomats/
1243060864	20250511	202505	2025	2025.3589											CHRCTH	THE POPE				CHR	CTH				0	043	043	04	1	2.8	3	1	3	-0.55991041433371	0								1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20250511000000	https://www.thetablet.co.uk/features/college-of-cardinals-the-diplomats/
1243060865	20250511	202505	2025	2025.3589											COP	DEPUTIES						COP			1	020	020	02	1	3.0	5	1	5	-0.53404539385847	0								3	Ozaukee County, Wisconsin, United States	US	USWI		43.3833	-87.9501	1581105	3	Ozaukee County, Wisconsin, United States	US	USWI		43.3833	-87.9501	1581105	20250511000000	https://whbl.com/2025/05/10/swat-operation-in-fedonia-ends-peacefully-saturday-morning/
1243060866	20250511	202505	2025	2025.3589											COP	POLICE OFFICER						COP			1	173	173	17	4	-5.0	5	1	5	-5.2757793764988	0								0								0								20250511000000	https://qctimes.com/news/local/crime-courts/article_ec891b2a-5fff-489d-81d8-d28c2373586e.html
1243060867	20250511	202505	2025	2025.3589											COP	POLICE						COP			1	190	190	19	4	-10.0	2	1	2	-4.37956204379562	0								3	Allen Parish, Louisiana, United States	US	USLA		30.6502	-92.8001	558397	3	Allen Parish, Louisiana, United States	US	USLA		30.6502	-92.8001	558397	20250511000000	https://www.kplctv.com/2025/05/10/kinder-man-killed-train-wreck-near-elton/
1243060868	20250511	202505	2025	2025.3589											COP	POLICE						COP			1	190	190	19	4	-10.0	2	1	2	-4.37956204379562	0								3	Allen Parish, Louisiana, United States	US	USLA		30.6502	-92.8001	558397	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20250511000000	https://www.kplctv.com/2025/05/10/kinder-man-killed-train-wreck-near-elton/
1243060869	20250511	202505	2025	2025.3589											CVL	RESIDENTS						CVL			1	010	010	01	1	0.0	10	1	10	1.12612612612612	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250511000000	https://www.crosstimbersgazette.com/2025/05/10/just-the-facts-with-mayor-ron-robertson-may-2025/
1243060870	20250511	202505	2025	2025.3589											CVL	COMMUNITY						CVL			1	012	012	01	1	-0.4	5	1	5	-7.77479892761394	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250511000000	https://www.homelandsecuritynewswire.com/dr20250510-trump-administration-issues-restrictive-executive-order-to-govern-gainoffunction-research
1243060871	20250511	202505	2025	2025.3589											CVL	CONSTITUENT						CVL			0	020	020	02	1	3.0	4	1	4	1.41935483870967	0								3	Waterville, Maine, United States	US	USME	ME011	44.552	-69.6317	577893	3	Waterville, Maine, United States	US	USME	ME011	44.552	-69.6317	577893	20250511000000	https://www.sunjournal.com/2025/05/10/lewistons-new-administrator-wants-people-to-believe-in-city-hall/
1243060872	20250511	202505	2025	2025.3589											CVL	CONSTITUENT						CVL			0	020	020	02	1	3.0	6	1	6	1.41935483870967	0								3	Androscoggin County, Maine, United States	US	USME		44.1667	-70.1662	581286	3	Androscoggin County, Maine, United States	US	USME		44.1667	-70.1662	581286	20250511000000	https://www.sunjournal.com/2025/05/10/lewistons-new-administrator-wants-people-to-believe-in-city-hall/
1243060873	20250511	202505	2025	2025.3589											CVL	NATIONALS						CVL			1	036	036	03	1	4.0	3	1	3	-0.48661800486618	0								4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20250511000000	https://www.9news.com.au/national/federal-politics-senator-jacinta-price-announces-run-for-deputy-liberal-party-leader/d606ee12-b38a-4983-b966-074a1b6a4f3c
1243060874	20250511	202505	2025	2025.3589											CVL	RESIDENTS						CVL			1	040	040	04	1	1.0	10	1	10	1.12612612612612	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250511000000	https://www.crosstimbersgazette.com/2025/05/10/just-the-facts-with-mayor-ron-robertson-may-2025/
1243060875	20250511	202505	2025	2025.3589											CVL	COMMUNITY						CVL			1	046	046	04	1	7.0	5	1	5	-3.46500346500347	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250511000000	http://www.vindy.com/wire/?category=5&ID=363119
1243060876	20250511	202505	2025	2025.3589											CVL	COMMUNITY						CVL			1	051	051	05	1	3.4	240	1	240	6.57894736842104	0								0								0								20250511000000	https://www.justjared.com/photo-gallery/5156457/liev-schreiber-kai-ali-forney-center-gala-17/
1243060877	20250511	202505	2025	2025.3589											CVL	VILLAGE						CVL			1	051	051	05	1	3.4	5	1	5	6.4625850340136	0								4	Northern Division, Northern, Fiji	FJ	FJ03	40202	-16.5	179.5	-1193932	4	Northern Division, Northern, Fiji	FJ	FJ03	40202	-16.5	179.5	-1193932	20250511000000	https://fijisun.com.fj/2025/05/11/proper-tools-a-must-for-farmers/
1243060878	20250511	202505	2025	2025.3589											CVL	COMMUNITY						CVL			1	051	051	05	1	3.4	6	1	6	2.91666666666667	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250511000000	https://www.justjared.com/2025/05/10/liev-schreiber-daughter-kai-help-support-lgbtq-youth-at-ali-forney-centers-spring-gala/
1243060879	20250511	202505	2025	2025.3589											CVL	COMMUNITY						CVL			1	174	174	17	4	-5.0	5	1	5	-7.77479892761394	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250511000000	https://www.homelandsecuritynewswire.com/dr20250510-trump-administration-issues-restrictive-executive-order-to-govern-gainoffunction-research
1243060880	20250511	202505	2025	2025.3589											CVL	CIVILIAN						CVL			0	194	194	19	4	-10.0	8	2	8	-5.12713867524864	0								5	Kashmir, Jammu and Kashmir, India	IN	IN12	72809	33.9167	76.6667	-2098229	5	Kashmir, Jammu and Kashmir, India	IN	IN12	72809	33.9167	76.6667	-2098229	20250511000000	https://www.newcastleherald.com.au/story/8963425/explosions-reported-after-india-and-pakistan-ceasefire/
1243060881	20250511	202505	2025	2025.3589											CVL	CIVILIAN						CVL			0	194	194	19	4	-10.0	2	2	2	-5.12713867524864	0								1	Pakistan	PK	PK		30	70	PK	5	Kashmir, Jammu and Kashmir, India	IN	IN12	72809	33.9167	76.6667	-2098229	20250511000000	https://www.newcastleherald.com.au/story/8963425/explosions-reported-after-india-and-pakistan-ceasefire/
1243060882	20250511	202505	2025	2025.3589											EDU	SCHOOL						EDU			1	040	040	04	1	1.0	10	1	10	3.43642611683849	0								2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20250511000000	https://www.yahoo.com/news/etsu-celebrates-2-012-graduates-214513084.html
1243060883	20250511	202505	2025	2025.3589											EDU	SCHOOL						EDU			1	042	042	04	1	1.9	5	1	5	2.68817204301075	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20250511000000	https://www.yahoo.com/news/clint-isd-celebrates-graduates-annual-220020384.html
1243060884	20250511	202505	2025	2025.3589											FJI	FIJIAN	FJI								1	040	040	04	1	1.0	10	1	10	-0.46838407494145	0								1	Fiji	FJ	FJ		-18	178	FJ	1	Fiji	FJ	FJ		-18	178	FJ	20250511000000	https://fijisun.com.fj/2025/05/11/pm-threatens-to-sever-ties-with-sodelpa/
1243060885	20250511	202505	2025	2025.3589											FRA	FRANCE	FRA								1	042	042	04	1	1.9	3	1	3	0.50761421319797	0								1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20250511000000	https://bloodyelbow.com/2025/05/10/ufc-315-live-stream-info-start-times-updates-and-more-as-belal-muhammad-takes-on-jack-della-maddalena/
1243060886	20250511	202505	2025	2025.3589											GBR	LONDON	GBR								1	036	036	03	1	4.0	5	1	5	-0.67720090293454	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250511000000	https://www.eadt.co.uk/news/national/25153572.badenoch-tells-eu-reverse-labours-post-brexit-reset-uk-damaged/
1243060887	20250511	202505	2025	2025.3589											GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	6	1	6	11.2068965517241	0								5	Flintshire, Flintshire, United Kingdom	UK	UKY1	40179	53.25	-3.16667	-2596318	5	Flintshire, Flintshire, United Kingdom	UK	UKY1	40179	53.25	-3.16667	-2596318	20250511000000	https://www.northwalespioneer.co.uk/news/25148547.north-wales-top-10-restaurants-right-now-according/
1243060888	20250511	202505	2025	2025.3589											GBR	UNITED KINGDOM	GBR								1	111	111	11	3	-2.0	10	5	10	-6.17283950617284	0								4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	20250511000000	https://www.hexham-courant.co.uk/news/national/25153608.tv-star-liz-carr-speak-assisted-dying-ahead-holyrood-vote/
1243060889	20250511	202505	2025	2025.3589											GOV	PRIME MINISTER						GOV			0	036	036	03	1	4.0	10	1	10	-0.46838407494145	0								1	Fiji	FJ	FJ		-18	178	FJ	1	Fiji	FJ	FJ		-18	178	FJ	20250511000000	https://fijisun.com.fj/2025/05/11/pm-threatens-to-sever-ties-with-sodelpa/
1243060890	20250511	202505	2025	2025.3589											GOV	CHIEF EXECUTIVE						GOV			1	036	036	03	1	4.0	10	1	10	2.66666666666667	0								1	Hong Kong	HK	HK		22.25	114.166667	HK	1	Hong Kong	HK	HK		22.25	114.166667	HK	20250511000000	https://english.news.cn/20250511/ac1fe148645c4156b90657e67bad521e/c.html
1243060891	20250511	202505	2025	2025.3589											GOV	TREASURY SECRETARY						GOV			0	040	040	04	1	1.0	6	1	6	-1.34803921568627	0								1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	20250511000000	https://magneticmediatv.com/2025/05/bahamas-and-caricom-leaders-engage-u-s-on-security-economy-and-regional-stability/
1243060892	20250511	202505	2025	2025.3589											GOV	PRIME MINISTER						GOV			0	040	040	04	1	1.0	10	1	10	-0.46838407494145	0								1	Fiji	FJ	FJ		-18	178	FJ	1	Fiji	FJ	FJ		-18	178	FJ	20250511000000	https://fijisun.com.fj/2025/05/11/pm-threatens-to-sever-ties-with-sodelpa/
1243060893	20250511	202505	2025	2025.3589											GOV	CHIEF EXECUTIVE						GOV			1	042	042	04	1	1.9	10	1	10	2.66666666666667	0								1	Hong Kong	HK	HK		22.25	114.166667	HK	1	Hong Kong	HK	HK		22.25	114.166667	HK	20250511000000	https://english.news.cn/20250511/ac1fe148645c4156b90657e67bad521e/c.html
1243060894	20250511	202505	2025	2025.3589											GOV	MAYOR						GOV			1	084	084	08	2	7.0	5	1	5	-7.34767025089606	0								2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20250511000000	https://www.yahoo.com/news/trump-dhs-says-more-dem-232440981.html
