1242043561	20250406	202504	2025	2025.2630	PSEGOV	PALESTINIAN	PSE					GOV													1	010	010	01	1	0.0	2	1	2	0	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250506084500	https://www.juancole.com/2025/05/become-mobile-children.html
1242043562	20250406	202504	2025	2025.2630	PSEGOV	PALESTINIAN	PSE					GOV			PSE	PALESTINIAN	PSE								1	020	020	02	1	3.0	2	1	2	0	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250506084500	https://www.juancole.com/2025/05/become-mobile-children.html
1242043563	20250406	202504	2025	2025.2630	USAMIL	A US	USA					MIL			MIL	MARINE CORP						MIL			1	040	040	04	1	1.0	2	1	2	-3.16301703163017	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20250506084500	https://edition.cnn.com/2025/05/06/asia/us-philippines-exercise-target-ship-sinks-intl-hnk-ml
1242043564	20250429	202504	2025	2025.3260	AUS	PERTH	AUS								EDU	UNIVERSITY						EDU			1	022	022	02	1	3.2	10	1	10	-4.72589792060491	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	20250506084500	https://www.thecourier.co.uk/fp/politics/5237234/uhi-perth-principal-resignation-calls/
1242043565	20250429	202504	2025	2025.3260	FRA	FRENCH	FRA																		1	014	014	01	1	0.0	4	1	4	2.94117647058824	1	France	FR	FR		46	2	FR	0								1	France	FR	FR		46	2	FR	20250506084500	https://www.forexlive.com/news/eu-trade-commissioner-sefcovic-proposed-0-for-0-tariffs-on-industrial-goods-20250506/
1242043566	20250429	202504	2025	2025.3260	FRAGOV	FRENCH	FRA					GOV													1	014	014	01	1	0.0	6	1	6	2.94117647058824	1	France	FR	FR		46	2	FR	0								1	France	FR	FR		46	2	FR	20250506084500	https://www.forexlive.com/news/eu-trade-commissioner-sefcovic-proposed-0-for-0-tariffs-on-industrial-goods-20250506/
1242043567	20250429	202504	2025	2025.3260	GBR	UNITED KINGDOM	GBR																		1	120	120	12	3	-4.0	6	1	6	-3.31858407079646	4	Hodnet, Shropshire, United Kingdom	UK	UKL6	40128	52.85	-2.58333	-2598821	0								4	Hodnet, Shropshire, United Kingdom	UK	UKL6	40128	52.85	-2.58333	-2598821	20250506084500	https://www.bbc.com/news/articles/c230je4dmklo
1242043568	20250429	202504	2025	2025.3260	GBR	UNITED KINGDOM	GBR																		1	160	160	16	4	-4.0	4	1	4	-3.31858407079646	4	Hodnet, Shropshire, United Kingdom	UK	UKL6	40128	52.85	-2.58333	-2598821	0								4	Hodnet, Shropshire, United Kingdom	UK	UKL6	40128	52.85	-2.58333	-2598821	20250506084500	https://www.bbc.com/news/articles/c230je4dmklo
1242043569	20250429	202504	2025	2025.3260	GBR	UNITED KINGDOM	GBR																		1	160	160	16	4	-4.0	2	1	2	-3.31858407079646	4	West Midlands, United Kingdom (general), United Kingdom	UK	UK00	40136	52.5	-1.96667	-2611326	0								4	West Midlands, United Kingdom (general), United Kingdom	UK	UK00	40136	52.5	-1.96667	-2611326	20250506084500	https://www.bbc.com/news/articles/c230je4dmklo
1242043570	20250429	202504	2025	2025.3260	IGOEUREEC	THE EU	EUR	EEC				IGO			CHN	CHINA	CHN								1	085	085	08	2	7.0	6	1	6	0.34722222222222	4	Lin Jian, Shanghai, China	CH	CH23	13243	30.9348	121.026	10861193	4	Lin Jian, Shanghai, China	CH	CH23	13243	30.9348	121.026	10861193	4	Lin Jian, Shanghai, China	CH	CH23	13243	30.9348	121.026	10861193	20250506084500	https://www.yahoo.com/news/china-welcomes-visit-top-eu-082349653.html
1242043571	20250429	202504	2025	2025.3260	IGOEUREEC	THE EU	EUR	EEC				IGO			CHN	CHINA	CHN								1	085	085	08	2	7.0	4	1	4	0.34722222222222	4	Lin Jian, Shanghai, China	CH	CH23	13243	30.9348	121.026	10861193	4	Lin Jian, Shanghai, China	CH	CH23	13243	30.9348	121.026	10861193	4	Xinjiang, Jiangxi, China	CH	CH03	13167	27.7481	116.274	11065838	20250506084500	https://www.yahoo.com/news/china-welcomes-visit-top-eu-082349653.html
1242043572	20250429	202504	2025	2025.3260	ITA	ITALY	ITA								UAF	MERCENARY						UAF			0	090	090	09	2	-2.0	5	1	5	-7.78947368421057	1	Tunisia	TS	TS		34	9	TS	1	Tunisia	TS	TS		34	9	TS	1	Tunisia	TS	TS		34	9	TS	20250506084500	https://www.accessnow.org/world-press-freedom-day-2025/
1242043573	20250429	202504	2025	2025.3260	JPN	JAPAN	JPN								COP	POLICE						COP			1	173	173	17	4	-5.0	2	1	2	-4.31818181818181	4	Hiroo, Hokkaido, Japan	JA	JA12	34205	42.2839	143.319	-229405	4	Hiroo, Hokkaido, Japan	JA	JA12	34205	42.2839	143.319	-229405	4	Hiroo, Hokkaido, Japan	JA	JA12	34205	42.2839	143.319	-229405	20250506084500	https://www.tokyoreporter.com/crime/kawasaki-man-nabbed-over-robbery-of-luxury-goods-store-in-hiroo/
1242043574	20250429	202504	2025	2025.3260	USA	UNITED STATES	USA								CANGOV	CANADA	CAN					GOV			0	013	013	01	1	0.4	8	2	8	1.8462110440012	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Canada	CA	CA		60	-96	CA	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250506084500	https://www.brandonsun.com/business/2025/05/06/carney-set-to-meet-with-trump-at-white-house-amid-tariff-turmoil-today
1242043575	20250429	202504	2025	2025.3260	USASPY	THE US	USA					SPY			USA	THE US	USA								1	064	064	06	2	7.0	10	1	10	-6.6914498141264	4	Lin Jian, Shanghai, China	CH	CH23	13243	30.9348	121.026	10861193	4	Lin Jian, Shanghai, China	CH	CH23	13243	30.9348	121.026	10861193	4	Lin Jian, Shanghai, China	CH	CH23	13243	30.9348	121.026	10861193	20250506084500	https://www.channelnewsasia.com/east-asia/china-slam-united-states-cia-recruitment-ads-naked-political-provocation-5111486
1242043576	20250505	202505	2025	2025.3425	AFR	AFRICA	AFR								FRA	FRANCE	FRA								0	036	036	03	1	4.0	2	1	2	-0.74626865671641	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20250506084500	https://metro.co.uk/2025/05/06/british-mum-seen-dancing-with-french-lover-months-before-she-was-stabbed-to-death-23032403/
1242043577	20250505	202505	2025	2025.3425	AFR	AFRICA	AFR								FRA	FRANCE	FRA								0	036	036	03	1	4.0	8	1	8	-0.74626865671641	1	South Africa	SF	SF		-30	26	SF	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20250506084500	https://metro.co.uk/2025/05/06/british-mum-seen-dancing-with-french-lover-months-before-she-was-stabbed-to-death-23032403/
1242043578	20250505	202505	2025	2025.3425	GOVCOP	INSPECTOR GENERAL						GOV	COP		COP	POLICE						COP			0	014	014	01	1	0.0	10	1	10	-3.16027088036117	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20250506084500	https://dailyexpress.com.my/news/257755/cops-forced-me-to-mark-pamela-s-ride-as-completed-says-driver/
1242043579	20250505	202505	2025	2025.3425	GOVCOP	INSPECTOR GENERAL						GOV	COP		COP	POLICE						COP			0	181	181	18	4	-9.0	10	1	10	-3.16027088036117	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20250506084500	https://dailyexpress.com.my/news/257755/cops-forced-me-to-mark-pamela-s-ride-as-completed-says-driver/
1242043580	20250505	202505	2025	2025.3425	SWE	SWEDEN	SWE								GOV	MINIST FOR FOREIGN						GOV			1	017	017	01	1	0.0	2	1	2	1.34228187919463	1	Seychelles	SE	SE		-4.583333	55.666667	SE	1	Sweden	SW	SW		62	15	SW	1	Seychelles	SE	SE		-4.583333	55.666667	SE	20250506084500	https://nation.sc/articles/25951/seychelles-and-sweden-set-to-elevate-bilateral-relations
1242043581	20250505	202505	2025	2025.3425	SWE	SWEDEN	SWE								GOV	MINIST FOR FOREIGN						GOV			1	017	017	01	1	0.0	2	1	2	1.34228187919463	1	Seychelles	SE	SE		-4.583333	55.666667	SE	1	Sweden	SW	SW		62	15	SW	1	Sweden	SW	SW		62	15	SW	20250506084500	https://nation.sc/articles/25951/seychelles-and-sweden-set-to-elevate-bilateral-relations
1242043582	20250505	202505	2025	2025.3425	SWE	SWEDEN	SWE								GOV	MINIST FOR FOREIGN						GOV			1	020	020	02	1	3.0	2	1	2	1.34228187919463	1	Sweden	SW	SW		62	15	SW	1	Seychelles	SE	SE		-4.583333	55.666667	SE	1	Seychelles	SE	SE		-4.583333	55.666667	SE	20250506084500	https://nation.sc/articles/25951/seychelles-and-sweden-set-to-elevate-bilateral-relations
1242043583	20250505	202505	2025	2025.3425	SWEGOV	SWEDEN	SWE					GOV			GOV	MINIST FOR FOREIGN						GOV			1	017	017	01	1	0.0	3	1	3	1.34228187919463	1	Sweden	SW	SW		62	15	SW	1	Sweden	SW	SW		62	15	SW	1	Sweden	SW	SW		62	15	SW	20250506084500	https://nation.sc/articles/25951/seychelles-and-sweden-set-to-elevate-bilateral-relations
1242043584	20250505	202505	2025	2025.3425	SYC	SEYCHELLES	SYC								GOV	MINIST FOR FOREIGN						GOV			1	020	020	02	1	3.0	3	1	3	1.34228187919463	1	Seychelles	SE	SE		-4.583333	55.666667	SE	1	Seychelles	SE	SE		-4.583333	55.666667	SE	1	Seychelles	SE	SE		-4.583333	55.666667	SE	20250506084500	https://nation.sc/articles/25951/seychelles-and-sweden-set-to-elevate-bilateral-relations
1242043585	20250505	202505	2025	2025.3425	SYC	SEYCHELLES	SYC								GOV	MINIST FOR FOREIGN						GOV			1	020	020	02	1	3.0	2	1	2	1.34228187919463	1	Sweden	SW	SW		62	15	SW	1	Seychelles	SE	SE		-4.583333	55.666667	SE	1	Seychelles	SE	SE		-4.583333	55.666667	SE	20250506084500	https://nation.sc/articles/25951/seychelles-and-sweden-set-to-elevate-bilateral-relations
1242043586	20250506	202505	2025	2025.3452											AUS	AUSTRALIA	AUS								1	110	110	11	3	-2.0	10	1	10	-5.36779324055667	0								4	Sunshine Coast, Queensland, Australia	AS	AS04	154693	-26.5	153	-1602923	4	Sunshine Coast, Queensland, Australia	AS	AS04	154693	-26.5	153	-1602923	20250506084500	https://www.abc.net.au/news/2025-05-06/hungry-jacks-fined-button-batteries-safety-risk-toys/105260600
1242043587	20250506	202505	2025	2025.3452											AUS	AUSTRALIA	AUS								0	111	111	11	3	-2.0	2	1	2	-5.36779324055667	0								4	Sunshine Coast, Queensland, Australia	AS	AS04	154693	-26.5	153	-1602923	4	Sunshine Coast, Queensland, Australia	AS	AS04	154693	-26.5	153	-1602923	20250506084500	https://www.abc.net.au/news/2025-05-06/hungry-jacks-fined-button-batteries-safety-risk-toys/105260600
1242043588	20250506	202505	2025	2025.3452											AUS	AUSTRALIA	AUS								1	172	172	17	4	-5.0	10	1	10	-5.36779324055667	0								4	Sunshine Coast, Queensland, Australia	AS	AS04	154693	-26.5	153	-1602923	4	Sunshine Coast, Queensland, Australia	AS	AS04	154693	-26.5	153	-1602923	20250506084500	https://www.abc.net.au/news/2025-05-06/hungry-jacks-fined-button-batteries-safety-risk-toys/105260600
1242043589	20250506	202505	2025	2025.3452											BGDELI	KHALEDA ZIA	BGD					ELI			1	042	042	04	1	1.9	5	1	5	-0.98039215686274	0								4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	20250506084500	https://www.bssnews.net/news/270197
1242043590	20250506	202505	2025	2025.3452											BUS	COMPANIES						BUS			1	040	040	04	1	1.0	10	1	10	3.27102803738318	0								5	Fujian, Fujian, China	CH	CH07	13011	26.545	117.843	-1905684	5	Fujian, Fujian, China	CH	CH07	13011	26.545	117.843	-1905684	20250506084500	http://europe.chinadaily.com.cn/a/202505/06/WS6819a68ba310a04af22bdaf2.html
1242043591	20250506	202505	2025	2025.3452											BUS	COMPANIES						BUS			1	040	040	04	1	1.0	3	1	3	-4.88798370672097	0								1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20250506084500	https://www.peoplesdailyng.com/adelabu-says-fg-may-borrow-to-settle-n4trn-gencos-debt/
1242043592	20250506	202505	2025	2025.3452											BUS	COMPANY						BUS			0	042	042	04	1	1.9	10	1	10	-0.23041474654378	0								4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20250506084500	https://www.manilatimes.net/2025/05/06/tmt-newswire/globenewswire/ena-respiratory-appoints-international-pharma-experts-as-strategic-advisors-to-support-development-of-inna-051-antiviral-host-defence-enhancer/2106404
1242043593	20250506	202505	2025	2025.3452											BUS	BUSINESS						BUS			0	192	192	19	4	-9.5	4	1	4	0.59171597633136	0								5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	20250506084500	https://www.thehindu.com/news/national/kerala/ldf-govt-committed-to-building-a-nava-keralam-says-kerala-cm-pinarayi-vijayan/article69544162.ece
1242043594	20250506	202505	2025	2025.3452											CAN	OTTAWA	CAN								1	036	036	03	1	4.0	10	1	10	-1.45772594752186	0								4	Battle River, Saskatchewan, Canada	CA	CA11	154724	52.7	-108.25	-560765	4	Battle River, Saskatchewan, Canada	CA	CA11	154724	52.7	-108.25	-560765	20250506084500	https://www.brandonsun.com/national/2025/05/06/new-conservative-caucus-set-to-meet-in-ottawa-as-poilievre-pledges-to-learn-grow
1242043595	20250506	202505	2025	2025.3452											CAN	CANADA	CAN								1	036	036	03	1	4.0	2	1	2	1.71673819742489	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Canada	CA	CA		60	-96	CA	20250506084500	https://infotel.ca/newsitem/national/cp2109304703
1242043596	20250506	202505	2025	2025.3452											CAN	CANADA	CAN								1	040	040	04	1	1.0	2	1	1	1.71673819742489	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Canada	CA	CA		60	-96	CA	20250506084500	https://infotel.ca/newsitem/national/cp2109304703
1242043597	20250506	202505	2025	2025.3452											CAN	TORONTO	CAN								1	057	057	05	1	8.0	10	1	10	1.53846153846154	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20250506084500	https://nowtoronto.com/event/obscura-shred-fest-2025/
1242043598	20250506	202505	2025	2025.3452											CAN	CANADIAN	CAN								1	100	100	10	3	-5.0	10	1	10	-2.39043824701195	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20250506084500	https://www.intergameonline.com/coin-op/news/legal-action-launched-against-canadian-theme-park
1242043599	20250506	202505	2025	2025.3452											CHR	CHRISTIAN				CHR					1	050	050	05	1	3.5	10	1	10	2.22222222222222	0								4	Neuburg An Der Donau, Bayern, Germany	GM	GM02	16535	48.7333	11.1833	-1830801	4	Neuburg An Der Donau, Bayern, Germany	GM	GM02	16535	48.7333	11.1833	-1830801	20250506084500	https://www.webwire.com/ViewPressRel.asp?aId=337934
1242043600	20250506	202505	2025	2025.3452											COP	POLICE						COP			0	040	040	04	1	1.0	6	1	6	-7.31707317073171	0								4	Haneda, Wakayama, Japan	JA	JA43	36528	33.75	135.333	-228452	4	Haneda, Wakayama, Japan	JA	JA43	36528	33.75	135.333	-228452	20250506084500	https://www.tokyoreporter.com/crime/kanagawa-cops-arrest-man-for-leaving-corpse-of-ex-girlfriend-in-kawasaki-residence/
1242043601	20250506	202505	2025	2025.3452											COP	POLICE						COP			1	130	130	13	3	-4.4	5	1	5	-8.97832817337464	0								4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	20250506084500	https://www.prokerala.com/news/articles/a1632061.html
1242043602	20250506	202505	2025	2025.3452											CVL	VILLAGE						CVL			0	043	043	04	1	2.8	4	1	4	3.12764158918005	0								1	Dominican Republic	DR	DR		19	-70.666667	DR	1	Dominican Republic	DR	DR		19	-70.666667	DR	20250506084500	https://www.ipsnews.net/2025/05/lawyer-turned-activist-bhuwan-ribhu-honored-for-leading-a-campaign-to-end-child-marriage/
1242043603	20250506	202505	2025	2025.3452											CVL	CITIZEN						CVL			1	084	084	08	2	7.0	10	1	10	-13.0841121495327	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250506084500	https://www.yumasun.com/news/citizen-arrested-in-alleged-human-smuggling-attempt/article_d212fb10-9f56-4df6-8afc-0e5641a775d7.html
1242043604	20250506	202505	2025	2025.3452											CVL	CITIZEN						CVL			1	1121	112	11	3	-2.0	10	1	10	-13.0841121495327	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250506084500	https://www.yumasun.com/news/citizen-arrested-in-alleged-human-smuggling-attempt/article_d212fb10-9f56-4df6-8afc-0e5641a775d7.html
1242043605	20250506	202505	2025	2025.3452											CVL	HUNTER						CVL			1	180	180	18	4	-9.0	10	1	10	-3.31858407079646	0								4	Kontagora, Maradi, Niger	NG	NG04	22565	13.518	7.28148	-1083263	4	Kontagora, Maradi, Niger	NG	NG04	22565	13.518	7.28148	-1083263	20250506084500	https://www.peoplesdailyng.com/bandits-kill-19-hunters-in-bauchi-two-vigilantes-in-niger/
1242043606	20250506	202505	2025	2025.3452											CVL	HUNTER						CVL			1	190	190	19	4	-10.0	10	1	10	-3.31858407079646	0								4	Kontagora, Maradi, Niger	NG	NG04	22565	13.518	7.28148	-1083263	4	Kontagora, Maradi, Niger	NG	NG04	22565	13.518	7.28148	-1083263	20250506084500	https://www.peoplesdailyng.com/bandits-kill-19-hunters-in-bauchi-two-vigilantes-in-niger/
1242043607	20250506	202505	2025	2025.3452											DEU	GERMANY	DEU								1	014	014	01	1	0.0	4	1	4	-1.96078431372549	0								4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20250506084500	https://www.marketscreener.com/news/latest/Merz-fails-to-be-elected-chancellor-by-German-parliament-49837793/
1242043608	20250506	202505	2025	2025.3452											DEU	GERMANY	DEU								1	014	014	01	1	0.0	4	1	4	-2.10526315789474	0								1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20250506084500	https://edition.cnn.com/2025/05/06/europe/merz-chancellor-german-parliament-intl
