1242902720	20250503	202505	2025	2025.3370	ARE	UNITED ARAB EMIRATES	ARE								USA	UNITED STATES	USA								0	043	043	04	1	2.8	4	2	4	0	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250510000000	https://nbc16.com/news/nation-world/leavitt-touts-trade-deal-relays-trumps-reaction-to-new-pope-addresses-meme-coin-dinner-china-trade-talks-tariffs-tax-cuts-trump-middle-east-trip-white-house-news-briefing
1242902721	20250503	202505	2025	2025.3370	ARE	UNITED ARAB EMIRATES	ARE								USA	UNITED STATES	USA								0	043	043	04	1	2.8	4	2	4	0	1	United Arab Emirates	AE	AE		24	54	AE	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Saudi Arabia	SA	SA		25	45	SA	20250510000000	https://nbc16.com/news/nation-world/leavitt-touts-trade-deal-relays-trumps-reaction-to-new-pope-addresses-meme-coin-dinner-china-trade-talks-tariffs-tax-cuts-trump-middle-east-trip-white-house-news-briefing
1242902722	20250503	202505	2025	2025.3370	AUS	AUSTRALIA	AUS																		1	026	026	02	1	4.0	2	1	2	0.24242424242425	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20250510000000	https://www.abc.net.au/news/2025-05-10/donald-trump-tariffs-australian-film-industry/105263744
1242902723	20250503	202505	2025	2025.3370	AUS	AUSTRALIA	AUS								ELI	ACTOR						ELI			1	026	026	02	1	4.0	2	1	2	0.24242424242425	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20250510000000	https://www.abc.net.au/news/2025-05-10/donald-trump-tariffs-australian-film-industry/105263744
1242902724	20250503	202505	2025	2025.3370	AUS	AUSTRALIA	AUS								USA	UNITED STATES	USA								1	050	050	05	1	3.5	2	1	2	0.24242424242425	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20250510000000	https://www.abc.net.au/news/2025-05-10/donald-trump-tariffs-australian-film-industry/105263744
1242902725	20250503	202505	2025	2025.3370	AUS	AUSTRALIA	AUS								USA	UNITED STATES	USA								1	050	050	05	1	3.5	2	1	2	0.24242424242425	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20250510000000	https://www.abc.net.au/news/2025-05-10/donald-trump-tariffs-australian-film-industry/105263744
1242902726	20250503	202505	2025	2025.3370	BUS	BUSINESS						BUS													0	043	043	04	1	2.8	2	1	2	-1.12721417069243	1	Canada	CA	CA		60	-96	CA	0								1	United States	US	US		39.828175	-98.5795	US	20250510000000	https://www.readingeagle.com/2025/05/09/expedia-international-tourism/
1242902727	20250503	202505	2025	2025.3370	COKJUD	COOK ISLANDS	COK					JUD													1	180	180	18	4	-9.0	2	1	2	-6.12813370473538	1	Cook Islands	CW	CW		-16.083333	-161.583333	CW	0								1	Cook Islands	CW	CW		-16.083333	-161.583333	CW	20250510000000	https://www.cookislandsnews.com/internal/national/court/court-briefs-74/
1242902728	20250503	202505	2025	2025.3370	CVL	CITIZEN						CVL			SLVCOP	EL SALVADOR	SLV					COP			0	036	036	03	1	4.0	3	1	3	-4.6583850931677	1	El Salvador	ES	ES		13.833333	-88.916667	ES	1	El Salvador	ES	ES		13.833333	-88.916667	ES	1	El Salvador	ES	ES		13.833333	-88.916667	ES	20250510000000	https://www.upi.com/Top_News/US/2025/05/09/Trump-administration-actively-pursuing-habeas-corpus-deporations-Steven-Miller/8361746828150/
1242902729	20250503	202505	2025	2025.3370	ELI	ACTOR						ELI			AUS	AUSTRALIA	AUS								1	026	026	02	1	4.0	2	1	2	0.24242424242425	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20250510000000	https://www.abc.net.au/news/2025-05-10/donald-trump-tariffs-australian-film-industry/105263744
1242902730	20250503	202505	2025	2025.3370	ELI	ACTOR						ELI			USA	UNITED STATES	USA								1	050	050	05	1	3.5	2	1	2	0.24242424242425	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20250510000000	https://www.abc.net.au/news/2025-05-10/donald-trump-tariffs-australian-film-industry/105263744
1242902731	20250503	202505	2025	2025.3370	GOV	AMBASSADOR						GOV													1	026	026	02	1	4.0	2	1	2	0.24242424242425	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20250510000000	https://www.abc.net.au/news/2025-05-10/donald-trump-tariffs-australian-film-industry/105263744
1242902732	20250503	202505	2025	2025.3370	GOV	AMBASSADOR						GOV			USA	UNITED STATES	USA								1	050	050	05	1	3.5	2	1	2	0.24242424242425	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20250510000000	https://www.abc.net.au/news/2025-05-10/donald-trump-tariffs-australian-film-industry/105263744
1242902733	20250503	202505	2025	2025.3370	JUD	JUSTICE OF THE PEACE						JUD													1	180	180	18	4	-9.0	6	1	6	-6.12813370473538	1	Cook Islands	CW	CW		-16.083333	-161.583333	CW	0								1	Cook Islands	CW	CW		-16.083333	-161.583333	CW	20250510000000	https://www.cookislandsnews.com/internal/national/court/court-briefs-74/
1242902734	20250503	202505	2025	2025.3370	JUD	JUSTICE OF THE PEACE						JUD			COK	COOK ISLANDS	COK								1	180	180	18	4	-9.0	2	1	2	-6.12813370473538	1	Cook Islands	CW	CW		-16.083333	-161.583333	CW	1	Cook Islands	CW	CW		-16.083333	-161.583333	CW	1	Cook Islands	CW	CW		-16.083333	-161.583333	CW	20250510000000	https://www.cookislandsnews.com/internal/national/court/court-briefs-74/
1242902735	20250503	202505	2025	2025.3370	MIL	BATTLE TANK						MIL													0	010	010	01	1	0.0	1	1	1	-6.72682526661196	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250510000000	https://themoderatevoice.com/casus-belli-for-the-pakistan-india-war/
1242902736	20250503	202505	2025	2025.3370	MIL	BATTLE TANK						MIL													0	010	010	01	1	0.0	3	1	3	-6.72682526661196	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250510000000	https://themoderatevoice.com/casus-belli-for-the-pakistan-india-war/
1242902737	20250503	202505	2025	2025.3370	QAT	QATAR	QAT								ARE	UNITED ARAB EMIRATES	ARE								0	043	043	04	1	2.8	4	2	4	0	1	United Arab Emirates	AE	AE		24	54	AE	1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	20250510000000	https://nbc16.com/news/nation-world/leavitt-touts-trade-deal-relays-trumps-reaction-to-new-pope-addresses-meme-coin-dinner-china-trade-talks-tariffs-tax-cuts-trump-middle-east-trip-white-house-news-briefing
1242902738	20250503	202505	2025	2025.3370	QAT	QATAR	QAT								ARE	UNITED ARAB EMIRATES	ARE								0	043	043	04	1	2.8	8	2	8	0	1	Qatar	QA	QA		25.5	51.25	QA	1	United Arab Emirates	AE	AE		24	54	AE	1	Saudi Arabia	SA	SA		25	45	SA	20250510000000	https://nbc16.com/news/nation-world/leavitt-touts-trade-deal-relays-trumps-reaction-to-new-pope-addresses-meme-coin-dinner-china-trade-talks-tariffs-tax-cuts-trump-middle-east-trip-white-house-news-briefing
1242902739	20250503	202505	2025	2025.3370	QAT	QATAR	QAT								USA	UNITED STATES	USA								0	043	043	04	1	2.8	4	2	4	0	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250510000000	https://nbc16.com/news/nation-world/leavitt-touts-trade-deal-relays-trumps-reaction-to-new-pope-addresses-meme-coin-dinner-china-trade-talks-tariffs-tax-cuts-trump-middle-east-trip-white-house-news-briefing
1242902740	20250503	202505	2025	2025.3370	QAT	QATAR	QAT								USA	UNITED STATES	USA								0	043	043	04	1	2.8	4	2	4	0	1	Qatar	QA	QA		25.5	51.25	QA	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Saudi Arabia	SA	SA		25	45	SA	20250510000000	https://nbc16.com/news/nation-world/leavitt-touts-trade-deal-relays-trumps-reaction-to-new-pope-addresses-meme-coin-dinner-china-trade-talks-tariffs-tax-cuts-trump-middle-east-trip-white-house-news-briefing
1242902741	20250503	202505	2025	2025.3370	REF	REFUGEE						REF			USA	THE US	USA								1	036	036	03	1	4.0	2	1	2	-7.98004987531172	4	Afrikaner, North-West, South Africa	SF	SF10	77350	-26.842	26.5632	-1206313	4	Afrikaner, North-West, South Africa	SF	SF10	77350	-26.842	26.5632	-1206313	4	Afrikaner, North-West, South Africa	SF	SF10	77350	-26.842	26.5632	-1206313	20250510000000	https://www.thesouthafrican.com/lifestyle/afrikaner-refugee-white-south-africans-trump-us-embassy-latest/
1242902742	20250503	202505	2025	2025.3370	REF	REFUGEE						REF			USA	THE US	USA								1	042	042	04	1	1.9	2	1	2	-7.98004987531172	4	Afrikaner, North-West, South Africa	SF	SF10	77350	-26.842	26.5632	-1206313	4	Afrikaner, North-West, South Africa	SF	SF10	77350	-26.842	26.5632	-1206313	4	Afrikaner, North-West, South Africa	SF	SF10	77350	-26.842	26.5632	-1206313	20250510000000	https://www.thesouthafrican.com/lifestyle/afrikaner-refugee-white-south-africans-trump-us-embassy-latest/
1242902743	20250503	202505	2025	2025.3370	SAU	SAUDI ARABIA	SAU								ARE	UNITED ARAB EMIRATES	ARE								0	043	043	04	1	2.8	8	2	8	0	1	Saudi Arabia	SA	SA		25	45	SA	1	United Arab Emirates	AE	AE		24	54	AE	1	Saudi Arabia	SA	SA		25	45	SA	20250510000000	https://nbc16.com/news/nation-world/leavitt-touts-trade-deal-relays-trumps-reaction-to-new-pope-addresses-meme-coin-dinner-china-trade-talks-tariffs-tax-cuts-trump-middle-east-trip-white-house-news-briefing
