1241978389	20250406	202504	2025	2025.2630	COP	POLICE						COP													1	193	193	19	4	-10.0	2	1	2	-5.11770726714432	3	Pottstown, Pennsylvania, United States	US	USPA	PA091	40.2454	-75.6496	1214003	0								3	Pottstown, Pennsylvania, United States	US	USPA	PA091	40.2454	-75.6496	1214003	20250506000000	https://www.thereporteronline.com/2025/05/05/da-killing-of-man-who-shot-pottstown-police-officer-was-justified/
1241978390	20250406	202504	2025	2025.2630	EDU	STUDENT						EDU			GOV	PRESIDENT						GOV			0	160	160	16	4	-4.0	5	1	5	-5.28144544822793	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20250506000000	https://www.upr.org/npr-news/2025-05-05/minor-infractions-lead-to-big-problems-for-international-students
1241978391	20250406	202504	2025	2025.2630	ISR	ISRAEL	ISR								GOV	PRESIDENT						GOV			0	010	010	01	1	0.0	4	1	4	-5.28144544822793	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20250506000000	https://www.upr.org/npr-news/2025-05-05/minor-infractions-lead-to-big-problems-for-international-students
1241978392	20250406	202504	2025	2025.2630	USA	UNITED STATES	USA																		1	173	173	17	4	-5.0	2	1	2	-11.9718309859155	3	Larimer County, Colorado, United States	US	USCO	CO069	40.6666	-105.467	198150	0								3	Larimer County, Colorado, United States	US	USCO		40.6666	-105.467	198150	20250506000000	https://www.reporterherald.com/2025/05/05/murder-charges-death-larimer-weld-county-gerardo-lucio/
1241978393	20250406	202504	2025	2025.2630	USA	KENTUCKY	USA								LEG	SENATOR						LEG			0	020	020	02	1	3.0	10	1	10	-1.58520475561427	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250506000000	https://www.nydailynews.com/2025/05/05/what-is-real-id-what-to-know-how-to/
1241978394	20250429	202504	2025	2025.3260											MIL	ARMY						MIL			0	174	174	17	4	-5.0	5	1	5	-2.81425891181988	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250506000000	https://www.kwtx.com/2025/05/05/hegseth-directs-20-cut-top-military-leadership-positions/
1241978395	20250429	202504	2025	2025.3260	BUS	COMPANY						BUS													0	193	193	19	4	-10.0	6	1	6	-0.36945812807882	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	0								4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20250506000000	https://www.newwestrecord.ca/technology/bc-fusion-company-lays-off-staff-scales-back-reactor-work-amid-funding-crunch-10615715
1241978396	20250429	202504	2025	2025.3260	BUS	COMPANY						BUS													0	193	193	19	4	-10.0	4	1	4	-0.36945812807882	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	0								4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20250506000000	https://www.newwestrecord.ca/technology/bc-fusion-company-lays-off-staff-scales-back-reactor-work-amid-funding-crunch-10615715
1241978397	20250429	202504	2025	2025.3260	GOV	AUTHORITIES						GOV													0	051	051	05	1	3.4	10	1	10	-1.66389351081531	4	Scunthorpe, North Lincolnshire, United Kingdom	UK	UKJ3	40120	53.5833	-0.65	-2607324	0								4	Scunthorpe, North Lincolnshire, United Kingdom	UK	UKJ3	40120	53.5833	-0.65	-2607324	20250506000000	https://www.wiltshiretimes.co.uk/news/national/25139311.welsh-labour-leader-say-wont-stay-silent-looks-senedd-vote/
1241978398	20250429	202504	2025	2025.3260	GOV	PRESIDENT						GOV													0	071	071	07	2	7.4	10	1	10	-0.42643923240938	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	0								2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	20250506000000	https://nebraska.tv/news/local/nebraska-arts-and-public-media-in-jeopardy-after-federal-funding-cuts
1241978399	20250429	202504	2025	2025.3260	GOV	PRESIDENT						GOV													0	100	100	10	3	-5.0	10	1	10	-0.42643923240938	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	0								2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	20250506000000	https://nebraska.tv/news/local/nebraska-arts-and-public-media-in-jeopardy-after-federal-funding-cuts
1241978400	20250429	202504	2025	2025.3260	IRL	IRELAND	IRL								LAB	WORKER						LAB			0	052	052	05	1	3.5	3	1	3	-3.125	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20250506000000	https://www.rte.ie/news/2025/0506/1511178-sme-red-tape/
1241978401	20250429	202504	2025	2025.3260	IRLLEG	IRISH	IRL					LEG			LAB	WORKER						LAB			0	052	052	05	1	3.5	7	1	7	-3.125	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20250506000000	https://www.rte.ie/news/2025/0506/1511178-sme-red-tape/
1241978402	20250429	202504	2025	2025.3260	IRN	IRAN	IRN								ISR	ISRAEL	ISR								1	051	051	05	1	3.4	10	1	10	-6.86845168800931	1	Iran	IR	IR		32	53	IR	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20250506000000	https://www.americanthinker.com/blog/2025/05/leftist_psychotherapists_claim_zionism_is_a_form_of_psychopathic_mental_illness.html
1241978403	20250429	202504	2025	2025.3260	JOR	JORDAN	JOR								USA	WASHINGTON	USA								0	173	173	17	4	-5.0	3	1	3	-8.37821663674446	1	Jordan	JO	JO		31	36	JO	3	Norristown, Pennsylvania, United States	US	USPA	PA091	40.1215	-75.3399	1213641	3	Norristown, Pennsylvania, United States	US	USPA	PA091	40.1215	-75.3399	1213641	20250506000000	https://www.thereporteronline.com/2025/05/05/philadelphia-man-convicted-of-aiding-norristown-man-in-armed-robbery-of-undercover-trooper/
1241978404	20250429	202504	2025	2025.3260	JUD	FEDERAL JUDGE						JUD			USA	UNITED STATES	USA								1	016	016	01	1	-2.0	4	1	4	1.64348925410872	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20250506000000	https://www.thereporteronline.com/2025/05/05/openai-stays-nonprofit/
1241978405	20250429	202504	2025	2025.3260	PSEREB	HAMAS	PSE					REB			ISR	ISRAEL	ISR								1	051	051	05	1	3.4	10	1	10	-6.86845168800931	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250506000000	https://www.americanthinker.com/blog/2025/05/leftist_psychotherapists_claim_zionism_is_a_form_of_psychopathic_mental_illness.html
1241978406	20250429	202504	2025	2025.3260	USA	UNITED STATES	USA																		0	020	020	02	1	3.0	4	1	4	-8.40867992766727	3	Newark, New Jersey, United States	US	USNJ	NJ013	40.7357	-74.1724	878762	0								3	Newark, New Jersey, United States	US	USNJ	NJ013	40.7357	-74.1724	878762	20250506000000	https://www.dailymail.co.uk/news/article-14681087/reason-air-traffic-control-newark-airport-flight-delays.html
1241978407	20250429	202504	2025	2025.3260	USA	UNITED STATES	USA																		0	036	036	03	1	4.0	2	1	2	-8.40867992766727	3	Newark, New Jersey, United States	US	USNJ	NJ013	40.7357	-74.1724	878762	0								3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20250506000000	https://www.dailymail.co.uk/news/article-14681087/reason-air-traffic-control-newark-airport-flight-delays.html
1241978408	20250429	202504	2025	2025.3260	USA	UNITED STATES	USA																		0	036	036	03	1	4.0	2	1	2	-8.40867992766727	3	Newark, New Jersey, United States	US	USNJ	NJ013	40.7357	-74.1724	878762	0								3	Newark, New Jersey, United States	US	USNJ	NJ013	40.7357	-74.1724	878762	20250506000000	https://www.dailymail.co.uk/news/article-14681087/reason-air-traffic-control-newark-airport-flight-delays.html
1241978409	20250429	202504	2025	2025.3260	USA	UNITED STATES	USA								COP	DETECTIVE						COP			1	010	010	01	1	0.0	2	1	2	-1.86170212765958	3	Sauk County, Wisconsin, United States	US	USWI	WI111	43.45	-89.9501	1581115	3	Sauk County, Wisconsin, United States	US	USWI		43.45	-89.9501	1581115	3	Sauk County, Wisconsin, United States	US	USWI		43.45	-89.9501	1581115	20250506000000	https://www.gowatertown.net/syndicated-article/?id=1618073
1241978410	20250505	202505	2025	2025.3425											CANGOV	CANADA	CAN					GOV			1	040	040	04	1	1.0	2	1	2	-1.30718954248366	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20250506000000	https://www.watoday.com.au/politics/federal/federal-election-results-live-albanese-mulls-new-cabinet-races-tighten-across-the-country-20250506-p5lwuh.html
1241978411	20250505	202505	2025	2025.3425											GOV	PRESIDENT						GOV			1	040	040	04	1	1.0	6	1	6	-1.30718954248366	0								4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	20250506000000	https://www.watoday.com.au/politics/federal/federal-election-results-live-albanese-mulls-new-cabinet-races-tighten-across-the-country-20250506-p5lwuh.html
1241978412	20250505	202505	2025	2025.3425	CAN	CANADA	CAN								GOV	PRESIDENT						GOV			1	040	040	04	1	1.0	2	1	2	-1.30718954248366	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	20250506000000	https://www.watoday.com.au/politics/federal/federal-election-results-live-albanese-mulls-new-cabinet-races-tighten-across-the-country-20250506-p5lwuh.html
1241978413	20250505	202505	2025	2025.3425	GOV	PRESIDENT						GOV													1	040	040	04	1	1.0	6	1	6	-1.30718954248366	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	0								4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20250506000000	https://www.watoday.com.au/politics/federal/federal-election-results-live-albanese-mulls-new-cabinet-races-tighten-across-the-country-20250506-p5lwuh.html
1241978414	20250505	202505	2025	2025.3425	MED	SPOKESMAN						MED													0	111	111	11	3	-2.0	10	1	10	1.31086142322097	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	0								4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20250506000000	https://www.dailymail.co.uk/news/article-14681125/maternity-label-loved-Princess-Kate-row.html
1241978415	20250506	202505	2025	2025.3452											AUS	TASMANIA	AUS								0	020	020	02	1	3.0	6	1	6	-3.80116959064327	0								4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	20250506000000	https://www.watoday.com.au/national/victoria/erin-patterson-told-online-friends-her-estranged-husband-was-controlling-and-coercive-court-told-20250505-p5lwj0.html
1241978416	20250506	202505	2025	2025.3452											AUS	TASMANIA	AUS								0	020	020	02	1	3.0	2	1	2	-3.80116959064327	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	20250506000000	https://www.watoday.com.au/national/victoria/erin-patterson-told-online-friends-her-estranged-husband-was-controlling-and-coercive-court-told-20250505-p5lwj0.html
1241978417	20250506	202505	2025	2025.3452											AUS	TASMANIA	AUS								0	020	020	02	1	3.0	2	1	2	-3.80116959064327	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20250506000000	https://www.watoday.com.au/national/victoria/erin-patterson-told-online-friends-her-estranged-husband-was-controlling-and-coercive-court-told-20250505-p5lwj0.html
1241978418	20250506	202505	2025	2025.3452											AUS	AUSTRALIA	AUS								1	036	036	03	1	4.0	5	1	4	0.85959885386819	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20250506000000	https://www.watoday.com.au/goodfood/tips-and-advice/justine-schofield-s-four-tips-for-making-frozen-vegetables-more-interesting-20250425-p5lu5q.html
1241978419	20250506	202505	2025	2025.3452											AUS	VICTORIA	AUS								1	040	040	04	1	1.0	10	1	10	-7.26072607260726	0								0								0								20250506000000	https://www.miragenews.com/cattle-composting-trial-underway-1454828/
1241978420	20250506	202505	2025	2025.3452											AUS	SYDNEY	AUS								1	042	042	04	1	1.9	2	1	2	-1.20845921450151	0								4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	20250506000000	https://www.brisbanetimes.com.au/cbd/deputy-pm-s-son-lands-election-night-knockout-blow-20250505-p5lwr3.html
1241978421	20250506	202505	2025	2025.3452											AUS	SYDNEY	AUS								1	042	042	04	1	1.9	6	1	6	-1.20845921450151	0								4	Byron Bay, New South Wales, Australia	AS	AS02	4968	-28.642	153.612	-1563414	4	Byron Bay, New South Wales, Australia	AS	AS02	4968	-28.642	153.612	-1563414	20250506000000	https://www.brisbanetimes.com.au/cbd/deputy-pm-s-son-lands-election-night-knockout-blow-20250505-p5lwr3.html
1241978422	20250506	202505	2025	2025.3452											AUS	AUSTRALIA	AUS								1	043	043	04	1	2.8	2	1	2	-3.80116959064327	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20250506000000	https://www.watoday.com.au/national/victoria/erin-patterson-told-online-friends-her-estranged-husband-was-controlling-and-coercive-court-told-20250505-p5lwj0.html
1241978423	20250506	202505	2025	2025.3452											AUSLEG	AUSTRALIA	AUS					LEG			1	043	043	04	1	2.8	2	1	2	-1.20845921450151	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20250506000000	https://www.brisbanetimes.com.au/cbd/deputy-pm-s-son-lands-election-night-knockout-blow-20250505-p5lwr3.html
1241978424	20250506	202505	2025	2025.3452											BEL	BELGIAN	BEL								0	042	042	04	1	1.9	10	1	10	0.0912408759124099	0								3	Los Angeles County Museum Of Art, California, United States	US	USCA		34.0633	-118.359	1732792	3	Los Angeles County Museum Of Art, California, United States	US	USCA		34.0633	-118.359	1732792	20250506000000	https://www.artnews.com/art-news/market/may-2025-art-auctions-consignors-1234740631/
1241978425	20250506	202505	2025	2025.3452											BUS	INVESTOR						BUS			1	042	042	04	1	1.9	10	1	10	1.61290322580645	0								0								0								20250506000000	https://biztoc.com/x/4f5537a2933ab9c9
1241978426	20250506	202505	2025	2025.3452											BUS	INDUSTRY						BUS			0	042	042	04	1	1.9	4	1	4	-5.92417061611374	0								3	Franklin County, New York, United States	US	USNY		44.6501	-74.3496	974115	3	Franklin County, New York, United States	US	USNY		44.6501	-74.3496	974115	20250506000000	https://dailybulldog.com/news/franklin-county-sheriffs-report-april-26th-may-2nd/
1241978427	20250506	202505	2025	2025.3452											BUS	INDUSTRY						BUS			0	042	042	04	1	1.9	6	1	6	-5.92417061611374	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250506000000	https://dailybulldog.com/news/franklin-county-sheriffs-report-april-26th-may-2nd/
1241978428	20250506	202505	2025	2025.3452											BUS	PRODUCER						BUS			1	046	046	04	1	7.0	10	1	10	-2.2680412371134	0								0								0								20250506000000	https://comicbook.com/movies/news/marvel-thunderbolts-the-new-avengers-movie-logo-rebranded-posters/
1241978429	20250506	202505	2025	2025.3452											BUS	BANK						BUS			1	070	070	07	2	7.0	1	1	1	7.52688172043011	0								3	New Vienna Elementary School, Ohio, United States	US	USOH		39.3237	-83.6871	1054199	3	New Vienna Elementary School, Ohio, United States	US	USOH		39.3237	-83.6871	1054199	20250506000000	https://www.wnewsj.com/2025/05/05/bird-sanctuary-project-takes-flight-at-ecs-learning-lab/
1241978430	20250506	202505	2025	2025.3452											BUS	COMPANY						BUS			0	110	110	11	3	-2.0	3	1	3	-1.91740412979351	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250506000000	https://www.erienewsnow.com/story/52747628/rite-aid-files-for-bankruptcy-again
1241978431	20250506	202505	2025	2025.3452											BUS	COMPANY						BUS			0	110	110	11	3	-2.0	3	1	3	-1.95488721804511	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250506000000	https://www.aol.com/rite-aid-files-bankruptcy-again-210607922.html
1241978432	20250506	202505	2025	2025.3452											CAN	CANADA	CAN								0	020	020	02	1	3.0	8	1	4	-4.41558441558442	0								4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20250506000000	https://www.newwestrecord.ca/highlights/peace-bond-issued-to-man-after-vancouver-journalist-left-terrified-10596937
1241978433	20250506	202505	2025	2025.3452											CAN	CANADA	CAN								0	040	040	04	1	1.0	4	1	4	-1.18181818181819	0								4	Pictou, Nova Scotia, Canada	CA	CA07	12632	45.6667	-62.7	-571268	4	Pictou, Nova Scotia, Canada	CA	CA07	12632	45.6667	-62.7	-571268	20250506000000	https://www.stcatharinesstandard.ca/news/canada/stepfather-of-two-children-missing-in-rural-n-s-worries-they-may-have-been-abducted/article_3467a2de-1e98-5dbc-ab78-f59121b1934f.html
1241978434	20250506	202505	2025	2025.3452											CAN	CANADA	CAN								0	042	042	04	1	1.9	10	1	10	0.88495575221239	0								2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20250506000000	https://www.wnep.com/article/news/nation-world/real-id-deadline-do-kids-need-one-to-fly/507-368b3fbf-3b91-4693-b75a-fd1b5811cf98
1241978435	20250506	202505	2025	2025.3452											CAN	CANADA	CAN								0	046	046	04	1	7.0	4	1	4	-4.41558441558442	0								4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20250506000000	https://www.newwestrecord.ca/highlights/peace-bond-issued-to-man-after-vancouver-journalist-left-terrified-10596937
1241978436	20250506	202505	2025	2025.3452											CAN	CANADA	CAN								0	051	051	05	1	3.4	2	1	2	-2.89308176100628	0								4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20250506000000	https://www.netnewsledger.com/2025/05/05/bc-first-nations-justice-council-stands-in-solidarity-with-families-and-advocates-calling-for-a-coroners-inquest-into-the-deaths-of-tatyanna-harrison-chelsea-poorman-and-noelle-oso/
1241978437	20250506	202505	2025	2025.3452											CAN	CANADA	CAN								0	128	128	12	3	-5.0	8	1	8	-10.3183315038419	0								4	Fort Nelson, British Columbia, Canada	CA	CA02	12558	58.8167	-122.533	-564820	4	Fort Nelson, British Columbia, Canada	CA	CA02	12558	58.8167	-122.533	-564820	20250506000000	https://energeticcity.ca/2025/05/05/court-report-april-28th-to-may-2nd/
1241978438	20250506	202505	2025	2025.3452											CAN	CANADA	CAN								0	173	173	17	4	-5.0	2	1	2	-10.3183315038419	0								4	Dawson Creek, British Columbia, Canada	CA	CA02	154724	55.7667	-120.233	-563373	4	Dawson Creek, British Columbia, Canada	CA	CA02	154724	55.7667	-120.233	-563373	20250506000000	https://energeticcity.ca/2025/05/05/court-report-april-28th-to-may-2nd/
1241978439	20250506	202505	2025	2025.3452											CAN	CANADA	CAN								0	173	173	17	4	-5.0	2	1	2	-10.3183315038419	0								4	Dawson Creek, British Columbia, Canada	CA	CA02	154724	55.7667	-120.233	-563373	4	Fort Nelson, British Columbia, Canada	CA	CA02	12558	58.8167	-122.533	-564820	20250506000000	https://energeticcity.ca/2025/05/05/court-report-april-28th-to-may-2nd/
1241978440	20250506	202505	2025	2025.3452											CAN	CANADA	CAN								0	173	173	17	4	-5.0	12	1	8	-10.3183315038419	0								4	Fort Nelson, British Columbia, Canada	CA	CA02	12558	58.8167	-122.533	-564820	4	Fort Nelson, British Columbia, Canada	CA	CA02	12558	58.8167	-122.533	-564820	20250506000000	https://energeticcity.ca/2025/05/05/court-report-april-28th-to-may-2nd/
1241978441	20250506	202505	2025	2025.3452											CAN	CANADA	CAN								0	173	173	17	4	-5.0	2	1	2	-10.3183315038419	0								4	Prophet River, British Columbia, Canada	CA	CA02	12558	58.7667	-122.75	-571764	4	Prophet River, British Columbia, Canada	CA	CA02	12558	58.7667	-122.75	-571764	20250506000000	https://energeticcity.ca/2025/05/05/court-report-april-28th-to-may-2nd/
1241978442	20250506	202505	2025	2025.3452											CHE	GENEVA	CHE								1	111	111	11	3	-2.0	5	1	5	-3.50194552529183	0								1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20250506000000	https://www.independentsentinel.com/gain-of-function-is-a-bioweapon-and-its-over/
1241978443	20250506	202505	2025	2025.3452											CHE	GENEVA	CHE								1	173	173	17	4	-5.0	5	1	5	-3.50194552529183	0								4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	20250506000000	https://www.independentsentinel.com/gain-of-function-is-a-bioweapon-and-its-over/
1241978444	20250506	202505	2025	2025.3452											CHN	CHINA	CHN								0	061	061	06	2	6.4	10	1	10	0.85653104925054	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250506000000	https://www.erienewsnow.com/story/52747893/your-barbie-could-cost-more-mattel-warns
1241978445	20250506	202505	2025	2025.3452											CHN	CHINA	CHN								1	061	061	06	2	6.4	5	1	5	-0.52910052910053	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250506000000	https://www.berkshireeagle.com/business/columnist/tariffs-poised-take-toll-consumers/article_1431e075-65a6-4e67-8ffb-20ce0a1fa255.html
1241978446	20250506	202505	2025	2025.3452											COP	POLICE						COP			0	040	040	04	1	1.0	10	1	10	-5.46486870120653	0								0								0								20250506000000	https://www.timminspress.com:443/news/sudbury-man-admits-his-vigilante-attack-was-horrific
1241978447	20250506	202505	2025	2025.3452											COP	POLICE						COP			1	042	042	04	1	1.9	10	1	10	-12.6666666666666	0								0								0								20250506000000	https://www.kclu.org/2025-05-05/man-who-made-string-of-bogus-police-emergency-calls-including-one-in-oxnard-headed-to-federal-prison
