1242005435	20250429	202504	2025	2025.3260	JUD	ADVOCATE						JUD			USA	NEW YORK STATE	USA								1	050	050	05	1	3.5	3	1	3	-1.18243243243244	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250506031500	https://nystateofpolitics.com/state-of-politics/new-york/politics/2025/05/05/2-views-of-the-new-york-bill-that-would-legalize-medically-assisted-suicide
1242005436	20250429	202504	2025	2025.3260	JUD	ADVOCATE						JUD			USA	NEW YORK STATE	USA								1	060	060	06	2	6.0	1	1	1	-1.18243243243244	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250506031500	https://nystateofpolitics.com/state-of-politics/new-york/politics/2025/05/05/2-views-of-the-new-york-bill-that-would-legalize-medically-assisted-suicide
1242005437	20250429	202504	2025	2025.3260	JUD	ADVOCATE						JUD			USALEG	UNITED STATES	USA					LEG			1	050	050	05	1	3.5	2	1	2	-1.18243243243244	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250506031500	https://nystateofpolitics.com/state-of-politics/new-york/politics/2025/05/05/2-views-of-the-new-york-bill-that-would-legalize-medically-assisted-suicide
1242005438	20250429	202504	2025	2025.3260	JUD	ADVOCATE						JUD			USALEG	UNITED STATES	USA					LEG			1	060	060	06	2	6.0	4	1	4	-1.18243243243244	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250506031500	https://nystateofpolitics.com/state-of-politics/new-york/politics/2025/05/05/2-views-of-the-new-york-bill-that-would-legalize-medically-assisted-suicide
1242005439	20250429	202504	2025	2025.3260	KEN	KENYA	KEN								COP	POLICE						COP			1	193	193	19	4	-10.0	1	1	1	-7.05583756345178	4	Narok, Rift Valley, Kenya	KE	KE08	18585	-1.07829	35.8601	-2258447	4	Narok, Rift Valley, Kenya	KE	KE08	18585	-1.07829	35.8601	-2258447	4	Narok, Rift Valley, Kenya	KE	KE08	18585	-1.07829	35.8601	-2258447	20250506031500	https://www.standardmedia.co.ke/national/article/2001518194/growing-calls-to-hold-police-their-seniors-to-account-for-breaking-laws
1242005440	20250429	202504	2025	2025.3260	MED	LOCAL MEDIA						MED			ISR	ISRAEL	ISR								0	036	036	03	1	4.0	8	1	8	-4.89795918367347	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250506031500	https://www.jagonews24.com/en/international/news/82456
1242005441	20250429	202504	2025	2025.3260	MED	LOCAL MEDIA						MED			PSE	GAZA	PSE								0	036	036	03	1	4.0	2	1	2	-4.89795918367347	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250506031500	https://www.jagonews24.com/en/international/news/82456
1242005442	20250429	202504	2025	2025.3260	PSE	GAZA	PSE								MED	LOCAL MEDIA						MED			0	036	036	03	1	4.0	2	1	2	-4.89795918367347	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250506031500	https://www.jagonews24.com/en/international/news/82456
1242005443	20250429	202504	2025	2025.3260	USA	THE US	USA																		0	010	010	01	1	0.0	10	1	10	-4.09683426443204	4	Pahalgam, Jammu and Kashmir, India	IN	IN12	72789	34.0333	75.3333	-2106704	0								4	Pahalgam, Jammu and Kashmir, India	IN	IN12	72789	34.0333	75.3333	-2106704	20250506031500	https://www.hindustantimes.com/india-news/japan-condemns-attack-offers-support-101746472013775.html
1242005444	20250505	202505	2025	2025.3425	AUSLEG	AUSTRALIA	AUS					LEG													0	020	020	02	1	3.0	2	1	2	-2.21402214022141	4	Dungog, New South Wales, Australia	AS	AS02	5096	-32.4003	151.758	-1570971	0								4	Dungog, New South Wales, Australia	AS	AS02	5096	-32.4003	151.758	-1570971	20250506031500	https://www.dungogchronicle.com.au/story/8958607/liberal-partys-internal-conflict-erupts-in-leadership-clash/
1242005445	20250505	202505	2025	2025.3425	AUSLEG	AUSTRALIA	AUS					LEG													0	020	020	02	1	3.0	2	1	2	-2.16117216117216	4	Ulladulla, New South Wales, Australia	AS	AS02	5081	-35.3591	150.472	-1606414	0								4	Ulladulla, New South Wales, Australia	AS	AS02	5081	-35.3591	150.472	-1606414	20250506031500	https://www.ulladullatimes.com.au/story/8958607/liberal-partys-internal-conflict-erupts-in-leadership-clash/
1242005446	20250505	202505	2025	2025.3425	CVL	COMMUNITY						CVL			COP	POLICE						COP			0	111	111	11	3	-2.0	10	1	10	-4.99040307101728	0								0								0								20250506031500	https://www.standardmedia.co.ke/national/article/2001518185/police-launch-probe-into-shoe-hurling-incident-at-presidential-rally
1242005447	20250505	202505	2025	2025.3425	LEG	SENATOR						LEG													0	020	020	02	1	3.0	6	1	6	-2.21402214022141	4	Dungog, New South Wales, Australia	AS	AS02	5096	-32.4003	151.758	-1570971	0								4	Dungog, New South Wales, Australia	AS	AS02	5096	-32.4003	151.758	-1570971	20250506031500	https://www.dungogchronicle.com.au/story/8958607/liberal-partys-internal-conflict-erupts-in-leadership-clash/
1242005448	20250505	202505	2025	2025.3425	LEG	SENATOR						LEG													0	020	020	02	1	3.0	6	1	6	-2.16117216117216	4	Ulladulla, New South Wales, Australia	AS	AS02	5081	-35.3591	150.472	-1606414	0								4	Ulladulla, New South Wales, Australia	AS	AS02	5081	-35.3591	150.472	-1606414	20250506031500	https://www.ulladullatimes.com.au/story/8958607/liberal-partys-internal-conflict-erupts-in-leadership-clash/
1242005449	20250505	202505	2025	2025.3425	LEG	SENATOR						LEG			AUS	AUSTRALIA	AUS								0	020	020	02	1	3.0	2	1	2	-2.21402214022141	4	Dungog, New South Wales, Australia	AS	AS02	5096	-32.4003	151.758	-1570971	4	Dungog, New South Wales, Australia	AS	AS02	5096	-32.4003	151.758	-1570971	4	Dungog, New South Wales, Australia	AS	AS02	5096	-32.4003	151.758	-1570971	20250506031500	https://www.dungogchronicle.com.au/story/8958607/liberal-partys-internal-conflict-erupts-in-leadership-clash/
1242005450	20250505	202505	2025	2025.3425	LEG	SENATOR						LEG			AUS	AUSTRALIA	AUS								0	020	020	02	1	3.0	2	1	2	-2.16117216117216	4	Ulladulla, New South Wales, Australia	AS	AS02	5081	-35.3591	150.472	-1606414	4	Ulladulla, New South Wales, Australia	AS	AS02	5081	-35.3591	150.472	-1606414	4	Ulladulla, New South Wales, Australia	AS	AS02	5081	-35.3591	150.472	-1606414	20250506031500	https://www.ulladullatimes.com.au/story/8958607/liberal-partys-internal-conflict-erupts-in-leadership-clash/
1242005451	20250505	202505	2025	2025.3425	PTY	POLITICIAN									CVL	RESIDENTS						CVL			0	071	071	07	2	7.4	10	1	10	-4.99040307101728	0								0								0								20250506031500	https://www.standardmedia.co.ke/national/article/2001518185/police-launch-probe-into-shoe-hurling-incident-at-presidential-rally
1242005452	20250506	202505	2025	2025.3452											AFR	AFRICA	AFR								1	036	036	03	1	4.0	10	1	10	-10.8317214700193	0								1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Zimbabwe	ZI	ZI		-19	29	ZI	20250506031500	https://bulawayo24.com/opinion/columnist/252527
1242005453	20250506	202505	2025	2025.3452											AUS	AUSTRALIAN	AUS								1	036	036	03	1	4.0	8	1	8	2.31839258114374	0								4	Yackandandah, Victoria, Australia	AS	AS07	5387	-36.3137	146.84	-1611249	4	Yackandandah, Victoria, Australia	AS	AS07	5387	-36.3137	146.84	-1611249	20250506031500	https://www.bordermail.com.au/story/8958521/band-rufous-whistler-back-at-yackandandah-to-end-national-tour/
1242005454	20250506	202505	2025	2025.3452											AUS	AUSTRALIAN	AUS								0	042	042	04	1	1.9	4	1	4	-2.21402214022141	0								4	Dungog, New South Wales, Australia	AS	AS02	5096	-32.4003	151.758	-1570971	4	Dungog, New South Wales, Australia	AS	AS02	5096	-32.4003	151.758	-1570971	20250506031500	https://www.dungogchronicle.com.au/story/8958607/liberal-partys-internal-conflict-erupts-in-leadership-clash/
1242005455	20250506	202505	2025	2025.3452											AUS	AUSTRALIAN	AUS								0	042	042	04	1	1.9	4	1	4	-2.16117216117216	0								4	Ulladulla, New South Wales, Australia	AS	AS02	5081	-35.3591	150.472	-1606414	4	Ulladulla, New South Wales, Australia	AS	AS02	5081	-35.3591	150.472	-1606414	20250506031500	https://www.ulladullatimes.com.au/story/8958607/liberal-partys-internal-conflict-erupts-in-leadership-clash/
1242005456	20250506	202505	2025	2025.3452											AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	7	1	6	2.31839258114374	0								4	Yackandandah, Victoria, Australia	AS	AS07	5387	-36.3137	146.84	-1611249	4	Yackandandah, Victoria, Australia	AS	AS07	5387	-36.3137	146.84	-1611249	20250506031500	https://www.bordermail.com.au/story/8958521/band-rufous-whistler-back-at-yackandandah-to-end-national-tour/
1242005457	20250506	202505	2025	2025.3452											AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	5	1	5	2.31839258114374	0								1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20250506031500	https://www.bordermail.com.au/story/8958521/band-rufous-whistler-back-at-yackandandah-to-end-national-tour/
1242005458	20250506	202505	2025	2025.3452											AUS	BRISBANE	AUS								1	043	043	04	1	2.8	7	1	7	6.77570093457944	0								4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	20250506031500	https://www.watoday.com.au/national/queensland/affordable-art-fair-returns-to-brisbane-after-a-sellout-first-year-20250427-p5lujv.html
1242005459	20250506	202505	2025	2025.3452											AUS	AUSTRALIA	AUS								1	046	046	04	1	7.0	1	1	1	-1.91740412979351	0								4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	20250506031500	https://www.dailymail.co.uk/news/article-14681559/Abbie-Chatfield-Adam-Bandt-Greens-election.html
1242005460	20250506	202505	2025	2025.3452											AUS	AUSTRALIA	AUS								1	046	046	04	1	7.0	1	1	1	-1.91740412979351	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	20250506031500	https://www.dailymail.co.uk/news/article-14681559/Abbie-Chatfield-Adam-Bandt-Greens-election.html
1242005461	20250506	202505	2025	2025.3452											BUS	BUSINESS						BUS			1	043	043	04	1	2.8	10	1	10	-8.04020100502513	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250506031500	https://katu.com/news/local/woman-found-guilty-after-her-2-year-old-nearly-dies-of-fentanyl-overdose-in-beaverton
1242005462	20250506	202505	2025	2025.3452											CANGOV	CANADIAN	CAN					GOV			1	100	100	10	3	-5.0	6	1	6	-6.25	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20250506031500	https://www.deccanchronicle.com/new-delhi-condemns-anti-india-parade-in-toronto
1242005463	20250506	202505	2025	2025.3452											CANMED	CANADA	CAN					MED			1	042	042	04	1	1.9	2	1	2	1.40350877192982	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20250506031500	https://www.kuow.org:443/stories/after-a-close-election-canadians-stand-together-against-the-trump-factor
1242005464	20250506	202505	2025	2025.3452											CHN	CHINESE	CHN								1	020	020	02	1	3.0	6	2	6	-1.34907251264756	0								4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250506031500	https://www.springfieldnewssun.com/nation-world/threatened-by-trump-tariffs-japan-walks-a-delicate-tightrope-between-us-and-china/S5F3SRQMZZANPN75DFEVBDORJM/
1242005465	20250506	202505	2025	2025.3452											CHN	CHINA	CHN								1	061	061	06	2	6.4	5	1	5	-2.20338983050848	0								1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20250506031500	https://www.wsiu.org/2025-05-05/how-an-expected-decline-in-shipping-from-china-will-ripple-through-the-economy
1242005466	20250506	202505	2025	2025.3452											COP	POLICE						COP			0	052	052	05	1	3.5	2	1	2	-7.05583756345178	0								4	Kanja, Eastern, Kenya	KE	KE03	18585	-0.378563	37.5295	-2248397	4	Kanja, Eastern, Kenya	KE	KE03	18585	-0.378563	37.5295	-2248397	20250506031500	https://www.standardmedia.co.ke/national/article/2001518194/growing-calls-to-hold-police-their-seniors-to-account-for-breaking-laws
1242005467	20250506	202505	2025	2025.3452											COP	POLICE						COP			0	052	052	05	1	3.5	8	1	8	-7.05583756345178	0								4	Makueni, Eastern, Kenya	KE	KE03	18585	-1.80409	37.6203	-2254730	4	Makueni, Eastern, Kenya	KE	KE03	18585	-1.80409	37.6203	-2254730	20250506031500	https://www.standardmedia.co.ke/national/article/2001518194/growing-calls-to-hold-police-their-seniors-to-account-for-breaking-laws
1242005468	20250506	202505	2025	2025.3452											COP	POLICE CAPTAIN						COP			1	112	112	11	3	-2.0	2	1	2	-5.42299349240781	0								3	Azusa, California, United States	US	USCA	CA037	34.1336	-117.908	1652667	3	Azusa, California, United States	US	USCA	CA037	34.1336	-117.908	1652667	20250506031500	https://www.foxnews.com/us/ex-california-police-captain-accused-midair-lewd-behavior-after-allegedly-downing-entire-bottle-bubbly
1242005469	20250506	202505	2025	2025.3452											COP	POLICE CAPTAIN						COP			1	112	112	11	3	-2.0	2	1	2	-5.42299349240781	0								3	Azusa, California, United States	US	USCA	CA037	34.1336	-117.908	1652667	3	Sacramento, California, United States	US	USCA	CA067	38.5816	-121.494	1659564	20250506031500	https://www.foxnews.com/us/ex-california-police-captain-accused-midair-lewd-behavior-after-allegedly-downing-entire-bottle-bubbly
1242005470	20250506	202505	2025	2025.3452											COP	POLICE CAPTAIN						COP			1	112	112	11	3	-2.0	6	1	6	-5.42299349240781	0								3	Sacramento, California, United States	US	USCA	CA067	38.5816	-121.494	1659564	3	Sacramento, California, United States	US	USCA	CA067	38.5816	-121.494	1659564	20250506031500	https://www.foxnews.com/us/ex-california-police-captain-accused-midair-lewd-behavior-after-allegedly-downing-entire-bottle-bubbly
1242005471	20250506	202505	2025	2025.3452											CRM	THIEF						CRM			1	1243	124	12	3	-4.0	10	1	10	-16.2790697674419	0								0								0								20250506031500	https://www.bordermail.com.au/story/8959498/jye-werkowski-facing-wangaratta-drug-dealing-strangling-charges/
1242005472	20250506	202505	2025	2025.3452											CRM	CULPRIT						CRM			0	173	173	17	4	-5.0	10	1	10	-5.88235294117647	0								4	Chikalthana, Maharashtra, India	IN	IN16	70178	19.85	75.4	-2093271	4	Chikalthana, Maharashtra, India	IN	IN16	70178	19.85	75.4	-2093271	20250506031500	https://www.mid-day.com/mumbai/mumbai-news/article/robbery-on-samruddhi-i-save-lives-yet-got-threatened-with-death-23535657
1242005473	20250506	202505	2025	2025.3452											CVL	RESIDENTS						CVL			1	051	051	05	1	3.4	2	1	2	-1.60857908847185	0								3	Grant County, Washington, United States	US	USWA		47.1499	-119.484	1531924	3	Grant County, Washington, United States	US	USWA		47.1499	-119.484	1531924	20250506031500	https://www.yoursourceone.com/south_sound/columbia_basin/grant-county-board-of-health-passes-resolution-urging-congress-to-protect-medicaid-funding/article_6b70209e-93d9-4c7f-8683-f129a6de6103.html
1242005474	20250506	202505	2025	2025.3452											CVL	COMMUNITY						CVL			0	051	051	05	1	3.4	16	1	8	0.29440628066732	0								3	Des Moines, Iowa, United States	US	USIA		41.6005	-93.6091	465961	3	Des Moines, Iowa, United States	US	USIA		41.6005	-93.6091	465961	20250506031500	https://www.kcci.com/article/varsity-cinema-loses-federal-grant-funding-some-programs-could-face-cuts/64676887
1242005475	20250506	202505	2025	2025.3452											CVL	CITIZEN						CVL			1	130	130	13	3	-4.4	5	1	5	-4.16024653312789	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250506031500	https://nystateofpolitics.com/state-of-politics/new-york/politics/2025/05/06/latest-cuts-at-world-trade-center-health-program-spark-new-fears-patient-care-will-suffer
1242005476	20250506	202505	2025	2025.3452											EDU	STUDENT						EDU			0	036	036	03	1	4.0	5	1	5	-4.61285008237233	0								1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	20250506031500	https://bulawayo24.com/opinion/columnist/252522
1242005477	20250506	202505	2025	2025.3452											EDU	SCHOOL						EDU			1	043	043	04	1	2.8	1	1	1	1.875	0								3	Hampden Academy, Maine, United States	US	USME		44.7409	-68.842	1913566	3	Hampden Academy, Maine, United States	US	USME		44.7409	-68.842	1913566	20250506031500	https://929theticket.com/hermon-hawks-shutout-mdi-5-0/
1242005478	20250506	202505	2025	2025.3452											EDU	STUDENT						EDU			1	043	043	04	1	2.8	10	1	10	-0.54054054054054	0								3	West Paris, Maine, United States	US	USME		44.3242	-70.574	578184	3	West Paris, Maine, United States	US	USME		44.3242	-70.574	578184	20250506031500	https://wgme.com/news/local/west-paris-debates-future-of-agnes-gray-elementary-school-closure
1242005479	20250506	202505	2025	2025.3452											EDU	SCHOOL						EDU			1	043	043	04	1	2.8	4	1	4	1.875	0								2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	20250506031500	https://929theticket.com/hermon-hawks-shutout-mdi-5-0/
1242005480	20250506	202505	2025	2025.3452											EDU	STUDENT						EDU			1	112	112	11	3	-2.0	10	1	10	-2.28628230616303	0								1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20250506031500	https://www.kcra.com/article/citrus-heights-crash-utility-pole-auburn-blvd/64679002
1242005481	20250506	202505	2025	2025.3452											EDU	STUDENT						EDU			1	173	173	17	4	-5.0	10	1	10	-7.73993808049536	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250506031500	https://www.koreaherald.com:443/article/10480969
1242005482	20250506	202505	2025	2025.3452											EDU	COLLEGE						EDU			1	182	182	18	4	-9.5	10	1	10	-3.91949152542373	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250506031500	https://www.oxfordstudent.com/2025/05/06/the-nights-of-an-oxford-insomniac-when-the-dead-are-also-restless/
1242005483	20250506	202505	2025	2025.3452											ELI	ACTOR						ELI			1	060	060	06	2	6.0	10	1	10	3.44827586206896	0								1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20250506031500	https://www.koreaherald.com:443/article/10480967
1242005484	20250506	202505	2025	2025.3452											GBR	WALES	GBR								1	043	043	04	1	2.8	3	1	3	4.10509031198687	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250506031500	https://www.wmagazine.com/culture/black-dandy-metropolitan-museum-of-art-costume-institute-show-photos
1242005485	20250506	202505	2025	2025.3452											GOV	FINANCE MINIST						GOV			0	030	030	03	1	4.0	3	1	3	-4.89795918367347	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250506031500	https://www.jagonews24.com/en/international/news/82456
1242005486	20250506	202505	2025	2025.3452											GOV	FINANCE MINIST						GOV			0	030	030	03	1	4.0	3	1	3	-4.89795918367347	0								1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	20250506031500	https://www.jagonews24.com/en/international/news/82456
1242005487	20250506	202505	2025	2025.3452											GOV	MINISTRY						GOV			1	036	036	03	1	4.0	2	1	2	3.75	0								4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20250506031500	https://www.mpoc.org.my/johari-ghani-leading-malaysian-delegation-on-three-day-official-mission-to-kenya/
1242005488	20250506	202505	2025	2025.3452											GOV	MINISTRY						GOV			1	036	036	03	1	4.0	8	1	8	3.75	0								1	Kenya	KE	KE		1	38	KE	1	Kenya	KE	KE		1	38	KE	20250506031500	https://www.mpoc.org.my/johari-ghani-leading-malaysian-delegation-on-three-day-official-mission-to-kenya/
1242005489	20250506	202505	2025	2025.3452											GOV	GOVERNMENT						GOV			1	036	036	03	1	4.0	3	1	3	1.40350877192982	0								2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20250506031500	https://www.kuow.org:443/stories/after-a-close-election-canadians-stand-together-against-the-trump-factor
1242005490	20250506	202505	2025	2025.3452											GOV	MINISTRY						GOV			1	040	040	04	1	1.0	10	1	10	2.71132376395534	0								5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	20250506031500	https://www.thenews.com.pk/print/1308826-it-ministry-presents-national-cyber-security-policy-2021-in-na
1242005491	20250506	202505	2025	2025.3452											GOV	EXTERNAL AFFAIRS MINIST						GOV			0	040	040	04	1	1.0	10	1	10	-6.01851851851852	0								1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20250506031500	https://www.thestatesman.com/world/ahead-of-unsc-meeting-on-india-pakistan-guterres-pained-by-ties-reaching-boiling-point-1503428928.html
1242005492	20250506	202505	2025	2025.3452											GOV	MINISTRY						GOV			1	046	046	04	1	7.0	2	1	2	3.75	0								4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20250506031500	https://www.mpoc.org.my/johari-ghani-leading-malaysian-delegation-on-three-day-official-mission-to-kenya/
1242005493	20250506	202505	2025	2025.3452											GOV	MINISTRY						GOV			1	046	046	04	1	7.0	8	1	8	3.75	0								1	Kenya	KE	KE		1	38	KE	1	Kenya	KE	KE		1	38	KE	20250506031500	https://www.mpoc.org.my/johari-ghani-leading-malaysian-delegation-on-three-day-official-mission-to-kenya/
