1244148640	20250416	202504	2025	2025.2904	THA	THAILAND	THA								GOV	PRIME MINISTER						GOV			1	043	043	04	1	2.8	6	1	6	3.20855614973262	1	Thailand	TH	TH		15	100	TH	1	Thailand	TH	TH		15	100	TH	1	Thailand	TH	TH		15	100	TH	20250516013000	https://www.dailyexcelsior.com/buddhas-principle-of-middle-remains-more-relevant-than-ever-india-at-un/
1244148641	20250416	202504	2025	2025.2904	THA	THAILAND	THA								THAGOV	THAILAND	THA					GOV			1	043	043	04	1	2.8	2	1	2	3.20855614973262	1	Thailand	TH	TH		15	100	TH	1	Thailand	TH	TH		15	100	TH	1	Thailand	TH	TH		15	100	TH	20250516013000	https://www.dailyexcelsior.com/buddhas-principle-of-middle-remains-more-relevant-than-ever-india-at-un/
1244148642	20250416	202504	2025	2025.2904	THAGOV	THAILAND	THA					GOV			THA	THAILAND	THA								1	042	042	04	1	1.9	2	1	2	3.20855614973262	1	Thailand	TH	TH		15	100	TH	1	Thailand	TH	TH		15	100	TH	1	Thailand	TH	TH		15	100	TH	20250516013000	https://www.dailyexcelsior.com/buddhas-principle-of-middle-remains-more-relevant-than-ever-india-at-un/
1244148643	20250416	202504	2025	2025.2904	USA	UNITED STATES	USA								JUD	SUPREME COURT						JUD			0	020	020	02	1	3.0	4	1	4	2.79955207166853	2	Montana, United States	US	USMT		46.9048	-110.326	MT	2	Montana, United States	US	USMT		46.9048	-110.326	MT	2	Montana, United States	US	USMT		46.9048	-110.326	MT	20250516013000	https://www.krtv.com/news/montana-politics/candidates-already-announcing-campaigns-for-montana-supreme-court-in-2026
1244148644	20250416	202504	2025	2025.2904	USAMED	REUTERS	USA					MED			AUS	AUSTRALIA	AUS								1	060	060	06	2	6.0	5	1	5	0.35211267605634	1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	20250516013000	https://finance.yahoo.com/news/mp-materials-maaden-jointly-develop-132523884.html
1244148645	20250416	202504	2025	2025.2904	USAMED	REUTERS	USA					MED			CHN	CHINA	CHN								1	060	060	06	2	6.0	5	1	5	0.35211267605634	1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	20250516013000	https://finance.yahoo.com/news/mp-materials-maaden-jointly-develop-132523884.html
1244148646	20250509	202505	2025	2025.3534	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	3	1	3	-2.87859824780976	3	Fort Carson, Colorado, United States	US	USCO	CO041	38.7375	-104.789	204833	0								3	Fort Carson, Colorado, United States	US	USCO		38.7375	-104.789	204833	20250516013000	https://www.koaa.com/news/national-news/up-to-20-pilots-near-denver-airport-lost-contact-with-air-traffic-control
1244148647	20250516	202505	2025	2025.3726											AUS	AUSTRALIA	AUS								0	036	036	03	1	4.0	2	1	2	1.21145374449339	0								4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20250516013000	https://www.canberratimes.com.au/story/8968364/dachshund-reunites-with-her-owners-after-529-days-missing/
1244148648	20250516	202505	2025	2025.3726											AUS	AUSTRALIA	AUS								0	036	036	03	1	4.0	2	1	2	1.24575311438279	0								4	Merimbula, New South Wales, Australia	AS	AS02	5372	-36.889	149.91	-1587079	4	Merimbula, New South Wales, Australia	AS	AS02	5372	-36.889	149.91	-1587079	20250516013000	https://www.merimbulanewsweekly.com.au/story/8968364/dachshund-reunites-with-her-owners-after-529-days-missing/
1244148649	20250516	202505	2025	2025.3726											AUS	AUSTRALIA	AUS								1	043	043	04	1	2.8	2	1	2	0.38314176245211	0								4	Merimbula, New South Wales, Australia	AS	AS02	5372	-36.889	149.91	-1587079	4	Merimbula, New South Wales, Australia	AS	AS02	5372	-36.889	149.91	-1587079	20250516013000	https://www.merimbulanewsweekly.com.au/story/8968337/generational-shifts-how-lgbtq-lives-changed-across-decades/
1244148650	20250516	202505	2025	2025.3726											AUS	AUSTRALIA	AUS								1	190	190	19	4	-10.0	12	3	12	-2.89987134772871	0								4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	20250516013000	https://www.merimbulanewsweekly.com.au/story/8968302/roberts-smith-loses-another-battle-in-court/
1244148651	20250516	202505	2025	2025.3726											AUSMIL	AUSTRALIAN	AUS					MIL			1	046	046	04	1	7.0	9	3	9	-2.89987134772871	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20250516013000	https://www.merimbulanewsweekly.com.au/story/8968302/roberts-smith-loses-another-battle-in-court/
1244148652	20250516	202505	2025	2025.3726											AUT	VIENNA	AUT								1	173	173	17	4	-5.0	3	1	3	-9.12052117263844	0								4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	20250516013000	https://voiceofvienna.org/2025/05/five-woman-gang-busted-in-vienna-for-stalking-and-robbing-bank-customers/
1244148653	20250516	202505	2025	2025.3726											BRN	BRUNEI	BRN								1	173	173	17	4	-5.0	4	1	4	0.613496932515337	0								4	Temburong District, Brunei (general), Brunei	BX	BX00	18585	4.58333	115.167	-1337976	4	Temburong District, Brunei (general), Brunei	BX	BX00	18585	4.58333	115.167	-1337976	20250516013000	https://brudirect.com/news.php?id=200028
1244148654	20250516	202505	2025	2025.3726											BTN	THIMPHU	BTN								1	043	043	04	1	2.8	3	1	3	1.7578125	0								4	Thimphu, Thimphu, Bhutan	BT	BT20	6071	27.4833	89.6	-2211419	4	Thimphu, Thimphu, Bhutan	BT	BT20	6071	27.4833	89.6	-2211419	20250516013000	https://www.cntraveler.com/story/bhutan-running-taught-me-about-mindfulness
1244148655	20250516	202505	2025	2025.3726											BUS	BANK						BUS			0	030	030	03	1	4.0	3	1	3	-2.84463894967178	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20250516013000	https://www.trentonian.com/2025/05/15/delaware-county-senior-learns-the-hard-way-about-scammers/
1244148656	20250516	202505	2025	2025.3726											BUS	BANK						BUS			1	0874	087	08	2	10.0	2	1	2	-9.12052117263844	0								4	Salzburg, Salzburg, Austria	AU	AU05	5638	47.8	13.0333	-1989985	4	Salzburg, Salzburg, Austria	AU	AU05	5638	47.8	13.0333	-1989985	20250516013000	https://voiceofvienna.org/2025/05/five-woman-gang-busted-in-vienna-for-stalking-and-robbing-bank-customers/
1244148657	20250516	202505	2025	2025.3726											BUS	BANK						BUS			1	0874	087	08	2	10.0	1	1	1	-9.12052117263844	0								4	Salzburg, Salzburg, Austria	AU	AU05	5638	47.8	13.0333	-1989985	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	20250516013000	https://voiceofvienna.org/2025/05/five-woman-gang-busted-in-vienna-for-stalking-and-robbing-bank-customers/
1244148658	20250516	202505	2025	2025.3726											BUS	BANK						BUS			1	0874	087	08	2	10.0	2	1	2	-9.12052117263844	0								4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	20250516013000	https://voiceofvienna.org/2025/05/five-woman-gang-busted-in-vienna-for-stalking-and-robbing-bank-customers/
1244148659	20250516	202505	2025	2025.3726											CAN	TORONTO	CAN								1	042	042	04	1	1.9	5	1	5	-0.940438871473357	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20250516013000	https://www.dazeddigital.com/art-photography/article/37994/1/petra-collins-releases-ten-year-retrospective-photo-book
1244148660	20250516	202505	2025	2025.3726											CAN	CANADA	CAN								1	046	046	04	1	7.0	8	1	8	-0.28248587570622	0								4	Kelowna, British Columbia, Canada	CA	CA02	12566	49.9	-119.483	-567125	4	Kelowna, British Columbia, Canada	CA	CA02	12566	49.9	-119.483	-567125	20250516013000	https://verticalmag.com/email/Vertical_sunday_review_email.php?date=2025-05-16
1244148661	20250516	202505	2025	2025.3726											CAN	VANCOUVER	CAN								1	080	080	08	2	5.0	2	1	2	-0.76569678407351	0								4	Comox, British Columbia, Canada	CA	CA02	190729	49.6833	-124.933	-562908	4	Comox, British Columbia, Canada	CA	CA02	190729	49.6833	-124.933	-562908	20250516013000	https://www.chly.ca/local-news/2025/05/15-vancouver-island-volunteers-battle-against-invasive-scotch-broom
1244148662	20250516	202505	2025	2025.3726											CAN	VANCOUVER	CAN								1	080	080	08	2	5.0	8	1	8	-0.76569678407351	0								4	Vancouver Island, British Columbia, Canada	CA	CA02	190729	49.6667	-125.833	-575271	4	Vancouver Island, British Columbia, Canada	CA	CA02	190729	49.6667	-125.833	-575271	20250516013000	https://www.chly.ca/local-news/2025/05/15-vancouver-island-volunteers-battle-against-invasive-scotch-broom
1244148663	20250516	202505	2025	2025.3726											CAN	VANCOUVER	CAN								1	190	190	19	4	-10.0	8	1	8	-0.76569678407351	0								4	Vancouver Island, British Columbia, Canada	CA	CA02	190729	49.6667	-125.833	-575271	4	Vancouver Island, British Columbia, Canada	CA	CA02	190729	49.6667	-125.833	-575271	20250516013000	https://www.chly.ca/local-news/2025/05/15-vancouver-island-volunteers-battle-against-invasive-scotch-broom
1244148664	20250516	202505	2025	2025.3726											CANPTY	CANADA	CAN								0	040	040	04	1	1.0	2	2	2	-2.31548480463097	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20250516013000	https://www.coastreporter.net/bc-news/deeply-disappointed-first-nations-in-bc-want-eby-to-kill-fast-track-bills-10667430
1244148665	20250516	202505	2025	2025.3726											CHN	CHINA	CHN								1	061	061	06	2	6.4	10	1	10	-1.15207373271889	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250516013000	https://www.fox7austin.com/news/chinese-imports-us-plummet-lowest-levels-since-covid-19-pandemic-trump-tariffs
1244148666	20250516	202505	2025	2025.3726											CHNGOV	CHINA	CHN					GOV			1	046	046	04	1	7.0	5	1	5	5.95744680851064	0								4	Xuexiang, Jiangsu, China	CH	CH04	13148	31.1215	120.794	10633752	4	Xuexiang, Jiangsu, China	CH	CH04	13148	31.1215	120.794	10633752	20250516013000	http://en.people.cn/n3/2025/0516/c90000-20315552.html
1244148667	20250516	202505	2025	2025.3726											COD	DEMOCRATIC REPUBLIC OF THE CONGO	COD								1	042	042	04	1	1.9	6	1	6	1.2012012012012	0								4	Karavia, Congo, Democratic Republic of The (general), Democratic Republic Of The Congo	CG	CG00	14985	-11.6667	27.4667	-2046864	4	Karavia, Congo, Democratic Republic of The (general), Democratic Republic Of The Congo	CG	CG00	14985	-11.6667	27.4667	-2046864	20250516013000	https://www.miningreview.com/magazine-article/in-their-own-words-team-reflections-on-dmw/
1244148668	20250516	202505	2025	2025.3726											COD	LUBUMBASHI	COD								1	042	042	04	1	1.9	1	1	1	1.2012012012012	0								4	Lubumbashi, Katanga, Democratic Republic Of The Congo	CG	CG05	14985	-11.6667	27.4667	-2051961	4	Karavia, Congo, Democratic Republic of The (general), Democratic Republic Of The Congo	CG	CG00	14985	-11.6667	27.4667	-2046864	20250516013000	https://www.miningreview.com/magazine-article/in-their-own-words-team-reflections-on-dmw/
1244148669	20250516	202505	2025	2025.3726											COD	DEMOCRATIC REPUBLIC OF THE CONGO	COD								1	043	043	04	1	2.8	4	1	4	1.2012012012012	0								4	Karavia, Congo, Democratic Republic of The (general), Democratic Republic Of The Congo	CG	CG00	14985	-11.6667	27.4667	-2046864	4	Karavia, Congo, Democratic Republic of The (general), Democratic Republic Of The Congo	CG	CG00	14985	-11.6667	27.4667	-2046864	20250516013000	https://www.miningreview.com/magazine-article/in-their-own-words-team-reflections-on-dmw/
1244148670	20250516	202505	2025	2025.3726											COP	POLICE						COP			1	190	190	19	4	-10.0	10	1	10	-2.73291925465839	0								1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	20250516013000	https://www.nola.com/news/crime_police/nottoway-plantation-fire-iberville-parish/article_950cbe5b-c58c-5200-b628-e4fb948fb1dd.html
1244148671	20250516	202505	2025	2025.3726											CRM	CRIMINAL						CRM			1	190	190	19	4	-10.0	3	1	3	-6.25	0								4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20250516013000	https://www.ndtv.com/world-news/hezbollah-member-killed-in-israeli-strikes-on-lebanon-8425661
1244148672	20250516	202505	2025	2025.3726											CVL	SETTLEMENT						CVL			0	110	110	11	3	-2.0	10	1	10	-2.84900284900285	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20250516013000	https://www.billboard.com/pro/streamer-accuradio-bankruptcy-soundexchange-lawsuit/
1244148673	20250516	202505	2025	2025.3726											EDU	UNIVERSITY						EDU			0	042	042	04	1	1.9	5	1	5	2.5503355704698	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250516013000	https://www.dazeddigital.com/music/article/59755/1/the-last-dinner-party-nothing-matters-interview
1244148674	20250516	202505	2025	2025.3726											EDU	STUDENT						EDU			0	042	042	04	1	1.9	3	1	3	5.70801317233809	0								3	Dayton, Ohio, United States	US	USOH	OH113	39.7589	-84.1916	1064514	3	Dayton, Ohio, United States	US	USOH	OH113	39.7589	-84.1916	1064514	20250516013000	https://highlandcountypress.com/education/lt-governor-tressel-discusses-college-credit-plus-expansion-sinclair-community-college
1244148675	20250516	202505	2025	2025.3726											EDU	UNIVERSITY						EDU			0	042	042	04	1	1.9	3	1	3	2.5503355704698	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20250516013000	https://www.dazeddigital.com/music/article/59755/1/the-last-dinner-party-nothing-matters-interview
1244148676	20250516	202505	2025	2025.3726											EDU	SCHOOL						EDU			1	042	042	04	1	1.9	7	2	7	-0.321628517633303	0								2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20250516013000	https://myfox28columbus.com/news/crisis-in-the-classroom/ohio-parents-voice-safety-concerns-over-proposed-classroom-cellphone-ban-cell-phone-teens-kids-cyber-bullying-gov-governor-mike-dewine-abc6-tip-line-tipline-senate-bill-sb-158
1244148677	20250516	202505	2025	2025.3726											EDUJUD	SCHOOL						EDU	JUD		1	040	040	04	1	1.0	5	1	5	-3.01204819277108	0								0								0								20250516013000	https://www.westernmassnews.com/2025/05/15/springfield-public-schools-maintain-mental-health-support-despite-47-million-federal-funding-cut/
1244148678	20250516	202505	2025	2025.3726											EGYHLH	NASSER	EGY					HLH			1	190	190	19	4	-10.0	6	1	6	-8.39328537170263	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250516013000	https://www.ndtv.com/world-news/80-people-killed-in-gaza-as-israel-intensifies-bombardment-8426205
1244148679	20250516	202505	2025	2025.3726											ESP	VALENCIA	ESP								1	042	042	04	1	1.9	2	1	2	-0.44977511244378	0								4	Las Aguas, Canarias, Spain	SP	SP53	25790	28.3948	-16.6424	-388099	4	La Virgen, FalcóE, Venezuela	VE	VE11	31967	10.5978	-70.6914	-947421	20250516013000	http://www.amusingplanet.com/2025/04/valencias-water-tribunal-is-worlds.html
1244148680	20250516	202505	2025	2025.3726											ESP	ANDALUSIA	ESP								1	084	084	08	2	7.0	2	1	2	-11.046511627907	0								2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20250516013000	https://www.wtvy.com/2025/05/15/accused-killer-allowed-work-program-he-escaped/
1244148681	20250516	202505	2025	2025.3726											GBR	UNITED KINGDOM	GBR								0	020	020	02	1	3.0	2	1	2	0.14577259475219	0								4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	20250516013000	https://www.dailymail.co.uk/tv/article-14717915/CHRISTOPHER-STEVENS-reviews-Forever-Home.html
1244148682	20250516	202505	2025	2025.3726											GBR	UNITED KINGDOM	GBR								1	020	020	02	1	3.0	4	2	4	-2.31548480463097	0								1	Canada	CA	CA		60	-96	CA	1	United States	US	US		39.828175	-98.5795	US	20250516013000	https://www.coastreporter.net/bc-news/deeply-disappointed-first-nations-in-bc-want-eby-to-kill-fast-track-bills-10667430
1244148683	20250516	202505	2025	2025.3726											GBR	SHEFFIELD	GBR								1	043	043	04	1	2.8	8	1	8	-9.71867007672633	0								3	Victorville, California, United States	US	USCA	CA071	34.5361	-117.291	1652806	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20250516013000	https://www.nbclosangeles.com/news/local/6-victorville-kids-tortured-2-years-oldest-escaped/3702280/
1244148684	20250516	202505	2025	2025.3726											GBR	LONDON	GBR								1	046	046	04	1	7.0	4	1	4	1.76211453744493	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250516013000	https://www.dailyexcelsior.com/indian-mission-in-uk-briefs-community-parliamentarians-on-operation-sindoor/
1244148685	20250516	202505	2025	2025.3726											GBR	LONDON	GBR								1	046	046	04	1	7.0	6	1	6	1.76211453744493	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	1	India	IN	IN		20	77	IN	20250516013000	https://www.dailyexcelsior.com/indian-mission-in-uk-briefs-community-parliamentarians-on-operation-sindoor/
1244148686	20250516	202505	2025	2025.3726											GBR	UNITED KINGDOM	GBR								1	190	190	19	4	-10.0	4	1	4	-2.98273155416012	0								4	Burnham, Somerset, United Kingdom	UK	UKM3	40129	51.2417	-2.99528	-2591330	4	Burnham, Somerset, United Kingdom	UK	UKM3	40129	51.2417	-2.99528	-2591330	20250516013000	https://www.maldonandburnhamstandard.co.uk/news/25165791.yacht-incident-killed-mike-lynch-caused-extreme-wind/
1244148687	20250516	202505	2025	2025.3726											GBR	UNITED KINGDOM	GBR								1	190	190	19	4	-10.0	2	1	2	-2.98273155416012	0								4	Chelmsford, Essex, United Kingdom	UK	UKE4	40108	51.7333	0.483333	-2592339	4	Chelmsford, Essex, United Kingdom	UK	UKE4	40108	51.7333	0.483333	-2592339	20250516013000	https://www.maldonandburnhamstandard.co.uk/news/25165791.yacht-incident-killed-mike-lynch-caused-extreme-wind/
1244148688	20250516	202505	2025	2025.3726											GBR	BRITISH	GBR								1	190	190	19	4	-10.0	2	1	2	-9.93377483443712	0								1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20250516013000	https://www.abc.net.au/news/2025-05-16/man-charged-over-fires-at-british-pms-properties/105299948
1244148689	20250516	202505	2025	2025.3726											GBREDU	LONDON	GBR					EDU			1	042	042	04	1	1.9	3	1	3	2.5503355704698	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20250516013000	https://www.dazeddigital.com/music/article/59755/1/the-last-dinner-party-nothing-matters-interview
1244148690	20250516	202505	2025	2025.3726											GBRGOV	FRANCIS MAUDE	GBR					GOV			0	031	031	03	1	5.2	3	1	3	0.340909090909101	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250516013000	https://island.lk/jaccuse-need-for-streamlined-investigation-of-corruption-in-former-presidents-office/
1244148691	20250516	202505	2025	2025.3726											GBRGOV	BRITISH	GBR					GOV			1	190	190	19	4	-10.0	6	1	6	-9.93377483443712	0								1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20250516013000	https://www.abc.net.au/news/2025-05-16/man-charged-over-fires-at-british-pms-properties/105299948
1244148692	20250516	202505	2025	2025.3726											GOV	PRESIDENT						GOV			1	020	020	02	1	3.0	3	1	3	-2.73291925465839	0								1	Jordan	JO	JO		31	36	JO	1	Jordan	JO	JO		31	36	JO	20250516013000	https://www.nola.com/news/crime_police/nottoway-plantation-fire-iberville-parish/article_950cbe5b-c58c-5200-b628-e4fb948fb1dd.html
1244148693	20250516	202505	2025	2025.3726											GOV	GOVERNMENT						GOV			1	030	030	03	1	4.0	10	1	10	2.44755244755245	0								4	Rotorua, New Zealand (general), New Zealand	NZ	NZ00	22389	-37.9	176.217	-1515453	4	Rotorua, New Zealand (general), New Zealand	NZ	NZ00	22389	-37.9	176.217	-1515453	20250516013000	https://www.miragenews.com/hawkes-bay-gains-150-social-homes-via-community-1461353/
1244148694	20250516	202505	2025	2025.3726											GOV	MINIST OF FOREIGN AFFAIRS						GOV			0	046	046	04	1	7.0	6	1	6	3.84615384615384	0								4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20250516013000	https://naija247news.com/kalu-seeks-australia-rwandas-backing-on-womens-representation-security-and-mining-reform/
1244148695	20250516	202505	2025	2025.3726											GOV	MINIST OF FOREIGN AFFAIRS						GOV			0	046	046	04	1	7.0	2	1	2	3.84615384615384	0								4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	1	Rwanda	RW	RW		-2	30	RW	20250516013000	https://naija247news.com/kalu-seeks-australia-rwandas-backing-on-womens-representation-security-and-mining-reform/
1244148696	20250516	202505	2025	2025.3726											GOV	ADMINISTRATION						GOV			1	046	046	04	1	7.0	3	1	3	0.340909090909101	0								1	Sri Lanka	CE	CE		7	81	CE	1	Sri Lanka	CE	CE		7	81	CE	20250516013000	https://island.lk/jaccuse-need-for-streamlined-investigation-of-corruption-in-former-presidents-office/
1244148697	20250516	202505	2025	2025.3726											GOV	MINIST OF FOREIGN AFFAIRS						GOV			0	046	046	04	1	7.0	2	1	2	3.84615384615384	0								1	Rwanda	RW	RW		-2	30	RW	1	Rwanda	RW	RW		-2	30	RW	20250516013000	https://naija247news.com/kalu-seeks-australia-rwandas-backing-on-womens-representation-security-and-mining-reform/
1244148698	20250516	202505	2025	2025.3726											GOV	CABINET						GOV			0	046	046	04	1	7.0	10	1	10	2.87686996547756	0								1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	20250516013000	https://www.asiaone.com/singapore/dpm-heng-hopes-spend-time-family-travel-not-do-any-work-first-year-retirement
1244148699	20250516	202505	2025	2025.3726											GOV	CABINET						GOV			1	060	060	06	2	6.0	20	2	20	-0.89463220675944	0								4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20250516013000	https://www.prpeak.com/national-news/the-government-could-function-without-a-budget-but-will-need-a-spending-bill-10665462
