1242037232	20250506	202505	2025	2025.3452											EDU	SCHOOL						EDU			1	173	173	17	4	-5.0	6	1	6	3.21637426900585	0								4	Kingstown, Saint George, Saint Vincent And The Grenadines	VC	VC04	61295	13.1333	-61.2167	-1204477	4	Kingstown, Saint George, Saint Vincent And The Grenadines	VC	VC04	61295	13.1333	-61.2167	-1204477	20250506080000	https://www.searchlight.vc/front-page/2025/05/06/childrens-issues-headline-may/
1242037233	20250506	202505	2025	2025.3452											EUR	EUROPE	EUR								1	057	057	05	1	8.0	5	1	5	3.29113924050633	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250506080000	https://www.energy-pedia.com/news/united-kingdom/star-energy-partners-with-veolia-to-develop-large-scale-geothermal-projects-to-decarbonise-energy-199742
1242037234	20250506	202505	2025	2025.3452											FRA	FRANCE	FRA								1	040	040	04	1	1.0	5	1	5	-3.50404312668464	0								4	Flamanville, Haute-Normandie, France	FR	FRA7	16277	49.63	0.832503	-1426954	4	Flamanville, Haute-Normandie, France	FR	FRA7	16277	49.63	0.832503	-1426954	20250506080000	https://nuclear-news.net/2025/05/06/1-b1-dispatch-from-france-may-25/
1242037235	20250506	202505	2025	2025.3452											FRA	FRANCE	FRA								1	043	043	04	1	2.8	5	1	5	-3.50404312668464	0								4	Flamanville, Haute-Normandie, France	FR	FRA7	16277	49.63	0.832503	-1426954	4	Flamanville, Haute-Normandie, France	FR	FRA7	16277	49.63	0.832503	-1426954	20250506080000	https://nuclear-news.net/2025/05/06/1-b1-dispatch-from-france-may-25/
1242037236	20250506	202505	2025	2025.3452											GBR	UNITED KINGDOM	GBR								0	036	036	03	1	4.0	2	1	2	3.10924369747899	0								1	United Kingdom	UK	UK		54	-4	UK	1	Pakistan	PK	PK		30	70	PK	20250506080000	https://www.samaa.tv/2087332956-uk-standard-visitor-visa-2025-application-guide-fees-tips-for-pakistani-travelers
1242037237	20250506	202505	2025	2025.3452											GBR	BRITISH	GBR								0	043	043	04	1	2.8	2	1	2	3.51351351351351	0								1	United Kingdom	UK	UK		54	-4	UK	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20250506080000	https://timesofindia.indiatimes.com/city/bengaluru/such-a-warm-welcome-bengaluru-flyer-praises-kannada-announcement-on-paris-bengaluru-air-france-flight/articleshow/120923468.cms
1242037238	20250506	202505	2025	2025.3452											GBR	UNITED KINGDOM	GBR								0	046	046	04	1	7.0	1	1	1	1.38888888888889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250506080000	https://www.brecorder.com/news/40361275/aurangzeb-departs-for-london-to-promote-investment-and-engage-with-uk-officials
1242037239	20250506	202505	2025	2025.3452											GHA	GHANA	GHA								0	012	012	01	1	-0.4	2	1	2	-1.24223602484472	0								4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20250506080000	https://www.graphic.com.gh/news/general-news/ghana-news-new-cocoa-pricing-could-curb-smuggling-by-80-per-cent-cocobod-supreme-consultative-council.html
1242037240	20250506	202505	2025	2025.3452											GOV	GOVERNMENT						GOV			1	020	020	02	1	3.0	3	1	3	-2.11193241816262	0								4	Chipping Norton, Oxfordshire, United Kingdom	UK	UKK2	40127	51.8667	-1.53333	-2592467	4	Chipping Norton, Oxfordshire, United Kingdom	UK	UKK2	40127	51.8667	-1.53333	-2592467	20250506080000	https://www.theguardian.com/commentisfree/2025/may/06/debate-pedestrianising-oxford-street-banning-cars-sadiq-khan
1242037241	20250506	202505	2025	2025.3452											GOV	PRIME MINISTER						GOV			1	020	020	02	1	3.0	10	1	10	-0.43103448275862	0								4	Jalan Kayu, Singapore (general), Singapore	SN	SN00	18585	1.39722	103.872	-73240	4	Jalan Kayu, Singapore (general), Singapore	SN	SN00	18585	1.39722	103.872	-73240	20250506080000	https://www.channelnewsasia.com/singapore/ntuc-ng-chee-meng-no-government-position-pm-lawrence-wong-5111291
1242037242	20250506	202505	2025	2025.3452											GOV	PRESIDENT						GOV			1	043	043	04	1	2.8	4	1	4	5.39083557951482	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20250506080000	https://indiaeducationdiary.in/bimtech-hosts-37th-annual-convocation-bids-farewell-to-713-students/
1242037243	20250506	202505	2025	2025.3452											GOV	GOVERNMENT						GOV			0	113	113	11	3	-2.0	6	1	6	-2.8169014084507	0								4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	20250506080000	https://www.budapesttimes.hu/hungary/szentkiralyi-asks-mayor-to-sanction-kinga-kollar-for-acting-against-hungarys-interests-in-brussels/
1242037244	20250506	202505	2025	2025.3452											GOV	GOVERNMENT						GOV			1	120	120	12	3	-4.0	10	1	10	-1.11962286387743	0								1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20250506080000	https://www.budapesttimes.hu/hungary/orban-we-are-not-giving-up-on-any-of-the-goals-we-have-set-for-2025/
1242037245	20250506	202505	2025	2025.3452											GOV	GOVERNMENT						GOV			1	130	130	13	3	-4.4	10	1	10	-0.50556117290192	0								4	Whitehall, Orkney Islands, United Kingdom	UK	UKV9	40174	59.15	-2.61667	-2611570	4	Whitehall, Orkney Islands, United Kingdom	UK	UKV9	40174	59.15	-2.61667	-2611570	20250506080000	https://www.cityam.com/labour-can-beat-reform-by-rebuilding-public-services/
1242037246	20250506	202505	2025	2025.3452											HLH	HOSPITAL						HLH			1	031	031	03	1	5.2	5	1	5	3.29113924050633	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250506080000	https://www.energy-pedia.com/news/united-kingdom/star-energy-partners-with-veolia-to-develop-large-scale-geothermal-projects-to-decarbonise-energy-199742
1242037247	20250506	202505	2025	2025.3452											HLH	HOSPITAL						HLH			0	042	042	04	1	1.9	10	1	10	-3.87096774193549	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20250506080000	https://www.fox35orlando.com/news/teen-shot-sanford-drive-by-set-walk-graduation-after-year-recovery
1242037248	20250506	202505	2025	2025.3452											HLH	NURSE						HLH			1	100	100	10	3	-5.0	10	1	10	-7.69230769230769	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20250506080000	https://www.searchlight.vc/physicians-weekly/2025/05/06/healthy-nurses-essential-healthy-nation-20250506-0309-289692/
1242037249	20250506	202505	2025	2025.3452											IDN	INDONESIA	IDN								1	061	061	06	2	6.4	10	1	10	2.16049382716049	0								4	Brantas, Jawa Timur, Indonesia	ID	ID08	18585	-7.9699	112.627	10184714	4	Brantas, Jawa Timur, Indonesia	ID	ID08	18585	-7.9699	112.627	10184714	20250506080000	https://en.antaranews.com/news/354125/indonesias-rice-surplus-impacts-cambodian-exports-prabowo
1242037250	20250506	202505	2025	2025.3452											ISR	ISRAEL	ISR								1	043	043	04	1	2.8	2	1	2	0.40899795501022	0								4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20250506080000	https://www.clevelandjewishnews.com/jns/former-us-delta-force-commander-backs-judea-samaria-sovereignty/article_3570d0df-d500-51bd-87ed-e1c73413a236.html
1242037251	20250506	202505	2025	2025.3452											JPN	JAPAN	JPN								1	036	036	03	1	4.0	10	1	10	-3.35968379446641	0								1	Japan	JA	JA		36	138	JA	1	Lesotho	LT	LT		-29.5	28.25	LT	20250506080000	https://www.euronews.com/health/2025/05/06/health-gaps-have-narrowed-between-rich-and-poor-countries-but-progress-has-stalled-officia
1242037252	20250506	202505	2025	2025.3452											KOR	SOUTH KOREAN	KOR								1	173	173	17	4	-5.0	10	1	10	-1.3215859030837	0								4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20250506080000	https://www.hani.co.kr/arti/english_edition/english_editorials/1196012.html
