1242027262	20250406	202504	2025	2025.2630	MED	JOURNALIST						MED			CHN	CHINA	CHN								1	111	111	11	3	-2.0	4	1	4	3.17892824704814	4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	20250506064500	https://www.creativeboom.com/inspiration/photographer-alixe-lay-on-using-smartphones-to-capture-a-spirit-of-place/
1242027263	20250406	202504	2025	2025.2630	MED	JOURNALIST						MED			DEU	GERMAN	DEU								1	111	111	11	3	-2.0	1	1	1	3.17892824704814	4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	20250506064500	https://www.creativeboom.com/inspiration/photographer-alixe-lay-on-using-smartphones-to-capture-a-spirit-of-place/
1242027264	20250406	202504	2025	2025.2630	OPP	POLITICAL PRISONER						OPP			SLV	EL SALVADOR	SLV								0	0841	084	08	2	7.0	2	1	2	-5.858310626703	1	Venezuela	VE	VE		8	-66	VE	4	San Salvador, San Salvador, El Salvador	ES	ES10	15758	13.7086	-89.2031	-1148082	4	San Salvador, San Salvador, El Salvador	ES	ES10	15758	13.7086	-89.2031	-1148082	20250506064500	https://www.houstonpublicmedia.org/npr/2025/05/06/nx-s1-5388197/el-salvador-president-orders-arrest-of-bus-company-heads-for-defying-free-ride-policy/
1242027265	20250406	202504	2025	2025.2630	SLV	EL SALVADOR	SLV								OPP	POLITICAL PRISONER						OPP			0	0841	084	08	2	7.0	2	1	2	-5.858310626703	4	San Salvador, San Salvador, El Salvador	ES	ES10	15758	13.7086	-89.2031	-1148082	1	Venezuela	VE	VE		8	-66	VE	4	San Salvador, San Salvador, El Salvador	ES	ES10	15758	13.7086	-89.2031	-1148082	20250506064500	https://www.houstonpublicmedia.org/npr/2025/05/06/nx-s1-5388197/el-salvador-president-orders-arrest-of-bus-company-heads-for-defying-free-ride-policy/
1242027266	20250406	202504	2025	2025.2630	UKR	UKRAINIAN	UKR								ITA	ITALY	ITA								0	040	040	04	1	1.0	1	1	1	-1.09170305676856	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20250506064500	https://www.yahoo.com/news/polish-president-calls-trump-force-032748848.html
1242027267	20250406	202504	2025	2025.2630	UKR	UKRAINIAN	UKR								ITA	ITALY	ITA								0	040	040	04	1	1.0	1	1	1	-1.09170305676856	1	Ukraine	UP	UP		49	32	UP	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	1	Ukraine	UP	UP		49	32	UP	20250506064500	https://www.yahoo.com/news/polish-president-calls-trump-force-032748848.html
1242027268	20250406	202504	2025	2025.2630	USA	WASHINGTON	USA								PTY	DEMOCRATIC PARTY									1	084	084	08	2	7.0	10	1	10	0.27063599458728	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250506064500	https://www.lewrockwell.com/2025/05/no_author/who-are-democrats-blaming-for-their-unpopularity/
1242027269	20250429	202504	2025	2025.3260											IND	MUMBAI	IND								1	046	046	04	1	7.0	6	1	6	3.42857142857143	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20250506064500	https://timesofindia.indiatimes.com/business/india-business/biggest-ever-banking-ma-deal-japanese-banking-giant-smbc-closer-to-taking-control-of-yes-bank-in-talks-with-sbi-to-buy-stake/articleshow/120920122.cms
1242027270	20250429	202504	2025	2025.3260											USA	ATLANTA	USA								1	020	020	02	1	3.0	10	1	10	-8.55614973262032	0								3	Atlanta, Georgia, United States	US	USGA	GA121	33.749	-84.388	351615	3	Paulding County, Georgia, United States	US	USGA		33.9334	-84.8666	349912	20250506064500	https://www.yahoo.com/news/serial-indecent-exposure-suspect-targets-013906807.html
1242027271	20250429	202504	2025	2025.3260	IND	MUMBAI	IND																		1	046	046	04	1	7.0	6	1	6	3.42857142857143	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20250506064500	https://timesofindia.indiatimes.com/business/india-business/biggest-ever-banking-ma-deal-japanese-banking-giant-smbc-closer-to-taking-control-of-yes-bank-in-talks-with-sbi-to-buy-stake/articleshow/120920122.cms
1242027272	20250429	202504	2025	2025.3260	MIL	BRIGADIER GENERAL						MIL			HLH	HOSPITAL						HLH			1	090	090	09	2	-2.0	10	1	10	-1.23239436619718	1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Zimbabwe	ZI	ZI		-19	29	ZI	20250506064500	https://www.newsday.co.zw/editorials/article/200041567/machakaires-damascene-moment
1242027273	20250429	202504	2025	2025.3260	NORGOV	NORWAY	NOR					GOV			NOR	OSLO	NOR								0	010	010	01	1	0.0	2	1	2	-1.98830409356725	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250506064500	https://www.yahoo.com/news/drill-oil-want-growth-city-061643846.html
1242027274	20250429	202504	2025	2025.3260	NORGOV	NORWAY	NOR					GOV			NOR	OSLO	NOR								0	010	010	01	1	0.0	8	1	8	-1.98830409356725	4	Oslo, Oslo, Norway	NO	NO12	23413	59.9167	10.75	-273837	4	Oslo, Oslo, Norway	NO	NO12	23413	59.9167	10.75	-273837	4	Oslo, Oslo, Norway	NO	NO12	23413	59.9167	10.75	-273837	20250506064500	https://www.yahoo.com/news/drill-oil-want-growth-city-061643846.html
1242027275	20250505	202505	2025	2025.3425											CVL	RESIDENTS						CVL			1	042	042	04	1	1.9	4	2	4	-4.81099656357388	0								4	Finglas, Dublin City, Ireland	EI	EI33	18299	53.3892	-6.29694	-1502826	4	Finglas, Dublin City, Ireland	EI	EI33	18299	53.3892	-6.29694	-1502826	20250506064500	https://www.q102.ie/news/q102-news/drone-pipe-bomb-attack-linked-to-ongoing-feud-in-area/
1242027276	20250505	202505	2025	2025.3425	AUSCOP	NORTHERN TERRITORY	AUS					COP													1	020	020	02	1	3.0	10	1	10	-6.17283950617284	0								0								0								20250506064500	https://www.miragenews.com/police-seek-witnesses-in-malak-assault-1455078/
1242027277	20250505	202505	2025	2025.3425	AUSLEG	AUSTRALIA	AUS					LEG													0	020	020	02	1	3.0	2	1	2	-2.21402214022141	4	Narromine, New South Wales, Australia	AS	AS02	5096	-32.2312	148.241	-1590953	0								4	Narromine, New South Wales, Australia	AS	AS02	5096	-32.2312	148.241	-1590953	20250506064500	https://www.narrominenewsonline.com.au/story/8958607/liberal-partys-internal-conflict-erupts-in-leadership-clash/
1242027278	20250505	202505	2025	2025.3425	COP	POLICE OFFICER						COP			MED	MEDIA						MED			0	181	181	18	4	-9.0	10	1	10	-3.77358490566038	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20250506064500	https://www.malaymail.com/news/malaysia/2025/05/06/disappearance-of-macc-witness-pamela-ling-cops-probing-husband-several-others-as-possible-suspects-says-igp/175750
1242027279	20250505	202505	2025	2025.3425	CVL	CIVIL SOCIETY						CVL													1	010	010	01	1	0.0	3	1	3	-2.46305418719211	4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	0								4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	20250506064500	https://guardian.ng/politics/csos-demand-akpabios-resignation-as-court-affirms-conviction-of-returning-officer/
1242027280	20250505	202505	2025	2025.3425	CVL	RESIDENTS						CVL													1	043	043	04	1	2.8	4	2	4	-4.81099656357388	4	Finglas, Dublin City, Ireland	EI	EI33	18299	53.3892	-6.29694	-1502826	0								4	Finglas, Dublin City, Ireland	EI	EI33	18299	53.3892	-6.29694	-1502826	20250506064500	https://www.q102.ie/news/q102-news/drone-pipe-bomb-attack-linked-to-ongoing-feud-in-area/
1242027281	20250505	202505	2025	2025.3425	CVL	RESIDENTS						CVL			IRL	IRELAND	IRL								1	043	043	04	1	2.8	16	2	16	-4.81099656357388	4	Finglas, Dublin City, Ireland	EI	EI33	18299	53.3892	-6.29694	-1502826	4	Finglas, Dublin City, Ireland	EI	EI33	18299	53.3892	-6.29694	-1502826	4	Finglas, Dublin City, Ireland	EI	EI33	18299	53.3892	-6.29694	-1502826	20250506064500	https://www.q102.ie/news/q102-news/drone-pipe-bomb-attack-linked-to-ongoing-feud-in-area/
1242027282	20250505	202505	2025	2025.3425	CVL	CIVIL SOCIETY						CVL			NGA	NIGERIA	NGA								1	010	010	01	1	0.0	1	1	1	-2.46305418719211	4	Calabar, Cross River, Nigeria	NI	NI22	191378	4.9517	8.322	-2003575	4	Calabar, Cross River, Nigeria	NI	NI22	191378	4.9517	8.322	-2003575	4	Calabar, Cross River, Nigeria	NI	NI22	191378	4.9517	8.322	-2003575	20250506064500	https://guardian.ng/politics/csos-demand-akpabios-resignation-as-court-affirms-conviction-of-returning-officer/
1242027283	20250505	202505	2025	2025.3425	CVL	CIVIL SOCIETY						CVL			NGA	NIGERIA	NGA								1	010	010	01	1	0.0	1	1	1	-2.46305418719211	4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	4	Calabar, Cross River, Nigeria	NI	NI22	191378	4.9517	8.322	-2003575	4	Calabar, Cross River, Nigeria	NI	NI22	191378	4.9517	8.322	-2003575	20250506064500	https://guardian.ng/politics/csos-demand-akpabios-resignation-as-court-affirms-conviction-of-returning-officer/
1242027284	20250505	202505	2025	2025.3425	INDGOVENV	JAIRAM RAMESH	IND					GOV	ENV												1	010	010	01	1	0.0	5	1	5	0.40650406504065	0								0								0								20250506064500	https://news.webindia123.com/news/Articles/India/20250506/4313461.html
1242027285	20250505	202505	2025	2025.3425	IRL	IRELAND	IRL								CVL	RESIDENTS						CVL			1	042	042	04	1	1.9	16	2	16	-4.81099656357388	4	Finglas, Dublin City, Ireland	EI	EI33	18299	53.3892	-6.29694	-1502826	4	Finglas, Dublin City, Ireland	EI	EI33	18299	53.3892	-6.29694	-1502826	4	Finglas, Dublin City, Ireland	EI	EI33	18299	53.3892	-6.29694	-1502826	20250506064500	https://www.q102.ie/news/q102-news/drone-pipe-bomb-attack-linked-to-ongoing-feud-in-area/
1242027286	20250505	202505	2025	2025.3425	LEG	SENATOR						LEG													0	020	020	02	1	3.0	6	1	6	-2.21402214022141	4	Narromine, New South Wales, Australia	AS	AS02	5096	-32.2312	148.241	-1590953	0								4	Narromine, New South Wales, Australia	AS	AS02	5096	-32.2312	148.241	-1590953	20250506064500	https://www.narrominenewsonline.com.au/story/8958607/liberal-partys-internal-conflict-erupts-in-leadership-clash/
1242027287	20250505	202505	2025	2025.3425	LEG	SENATOR						LEG			AUS	AUSTRALIA	AUS								0	020	020	02	1	3.0	2	1	2	-2.21402214022141	4	Narromine, New South Wales, Australia	AS	AS02	5096	-32.2312	148.241	-1590953	4	Narromine, New South Wales, Australia	AS	AS02	5096	-32.2312	148.241	-1590953	4	Narromine, New South Wales, Australia	AS	AS02	5096	-32.2312	148.241	-1590953	20250506064500	https://www.narrominenewsonline.com.au/story/8958607/liberal-partys-internal-conflict-erupts-in-leadership-clash/
1242027288	20250506	202505	2025	2025.3452											AFG	KABUL	AFG								1	043	043	04	1	2.8	20	1	20	-8.03571428571429	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20250506064500	https://english.news.cn/asiapacific/20250506/c098793317e44d4a8a5e80336dd720e8/c.html
1242027289	20250506	202505	2025	2025.3452											ARE	ABU DHABI	ARE								0	036	036	03	1	4.0	10	1	10	9	0								4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	20250506064500	https://www.traveldailynews.com/organizations/dct-abu-dhabi-forges-strategic-partnerships-to-drive-tourism-growth-across-key-international-markets/
1242027290	20250506	202505	2025	2025.3452											ARE	ABU DHABI	ARE								1	042	042	04	1	1.9	18	1	10	9	0								4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	20250506064500	https://www.traveldailynews.com/organizations/dct-abu-dhabi-forges-strategic-partnerships-to-drive-tourism-growth-across-key-international-markets/
1242027291	20250506	202505	2025	2025.3452											ARE	ABU DHABI	ARE								0	042	042	04	1	1.9	2	1	2	9	0								4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	1	India	IN	IN		20	77	IN	20250506064500	https://www.traveldailynews.com/organizations/dct-abu-dhabi-forges-strategic-partnerships-to-drive-tourism-growth-across-key-international-markets/
1242027292	20250506	202505	2025	2025.3452											ARE	ABU DHABI	ARE								0	051	051	05	1	3.4	7	1	7	9	0								4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	20250506064500	https://www.traveldailynews.com/organizations/dct-abu-dhabi-forges-strategic-partnerships-to-drive-tourism-growth-across-key-international-markets/
1242027293	20250506	202505	2025	2025.3452											AUS	AUSTRALIAN	AUS								0	042	042	04	1	1.9	4	1	4	-2.21402214022141	0								4	Narromine, New South Wales, Australia	AS	AS02	5096	-32.2312	148.241	-1590953	4	Narromine, New South Wales, Australia	AS	AS02	5096	-32.2312	148.241	-1590953	20250506064500	https://www.narrominenewsonline.com.au/story/8958607/liberal-partys-internal-conflict-erupts-in-leadership-clash/
1242027294	20250506	202505	2025	2025.3452											AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	2	1	2	-11.3673805601318	0								4	Warrnambool, Victoria, Australia	AS	AS07	5423	-38.3818	142.488	-1608145	4	Warrnambool, Victoria, Australia	AS	AS07	5423	-38.3818	142.488	-1608145	20250506064500	https://www.standard.net.au/story/8959806/court-hears-young-mans-role-in-frenzied-warrnambool-attack/
1242027295	20250506	202505	2025	2025.3452											AUS	AUSTRALIA	AUS								1	051	051	05	1	3.4	10	1	10	0.47095761381476	0								4	Port Adelaide, South Australia, Australia	AS	AS05	154707	-34.85	138.467	-1595841	4	Port Adelaide, South Australia, Australia	AS	AS05	154707	-34.85	138.467	-1595841	20250506064500	https://www.farmweekly.com.au/story/8959237/in-reality-australian-grain-prices-are-impacted-by-global-trends/
1242027296	20250506	202505	2025	2025.3452											AUS	AUSTRALIA	AUS								1	111	111	11	3	-2.0	2	1	2	-11.3673805601318	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20250506064500	https://www.standard.net.au/story/8959806/court-hears-young-mans-role-in-frenzied-warrnambool-attack/
1242027297	20250506	202505	2025	2025.3452											AUS	AUSTRALIA	AUS								1	173	173	17	4	-5.0	1	1	1	-4.88599348534202	0								4	Claremont, Tasmania, Australia	AS	AS06	5338	-42.7833	147.25	-1565713	4	Claremont, Tasmania, Australia	AS	AS06	5338	-42.7833	147.25	-1565713	20250506064500	https://www.newidea.com.au/crime/claremont-killer-bradley-edwards-now/
1242027298	20250506	202505	2025	2025.3452											AUS	AUSTRALIA	AUS								0	173	173	17	4	-5.0	1	1	1	-11.3673805601318	0								4	Warrnambool, Victoria, Australia	AS	AS07	5423	-38.3818	142.488	-1608145	4	Warrnambool, Victoria, Australia	AS	AS07	5423	-38.3818	142.488	-1608145	20250506064500	https://www.standard.net.au/story/8959806/court-hears-young-mans-role-in-frenzied-warrnambool-attack/
1242027299	20250506	202505	2025	2025.3452											AUS	AUSTRALIA	AUS								1	192	192	19	4	-9.5	10	1	10	0.47095761381476	0								4	Port Adelaide, South Australia, Australia	AS	AS05	154707	-34.85	138.467	-1595841	4	Port Adelaide, South Australia, Australia	AS	AS05	154707	-34.85	138.467	-1595841	20250506064500	https://www.farmweekly.com.au/story/8959237/in-reality-australian-grain-prices-are-impacted-by-global-trends/
1242027300	20250506	202505	2025	2025.3452											AZE	AZERBAIJANI	AZE								0	190	190	19	4	-10.0	6	1	6	-6.8930562595033	0								4	Goranboy, Goranboy, Azerbaijan	AJ	AJ21	147315	40.6103	46.7897	-2706242	4	Goranboy, Goranboy, Azerbaijan	AJ	AJ21	147315	40.6103	46.7897	-2706242	20250506064500	http://today.az/news/politics/258909.html
1242027301	20250506	202505	2025	2025.3452											AZE	AZERBAIJAN	AZE								0	190	190	19	4	-10.0	2	1	2	-6.8930562595033	0								4	Goranboy, Goranboy, Azerbaijan	AJ	AJ21	147315	40.6103	46.7897	-2706242	4	Lachin, Laç, Azerbaijan	AJ	AJ28	535	39.6408	46.5469	-2707442	20250506064500	http://today.az/news/politics/258909.html
1242027302	20250506	202505	2025	2025.3452											AZE	AZERBAIJAN	AZE								0	190	190	19	4	-10.0	4	1	3	-6.8930562595033	0								4	Gulustan, Goranboy, Azerbaijan	AJ	AJ21	147320	40.3565	46.5837	-2706306	4	Gulustan, Goranboy, Azerbaijan	AJ	AJ21	147320	40.3565	46.5837	-2706306	20250506064500	http://today.az/news/politics/258909.html
1242027303	20250506	202505	2025	2025.3452											AZE	AZERBAIJAN	AZE								0	190	190	19	4	-10.0	2	1	2	-6.8930562595033	0								4	Gulustan, Goranboy, Azerbaijan	AJ	AJ21	147320	40.3565	46.5837	-2706306	1	Armenia	AM	AM		40	45	AM	20250506064500	http://today.az/news/politics/258909.html
1242027304	20250506	202505	2025	2025.3452											AZE	AZERBAIJAN	AZE								0	190	190	19	4	-10.0	2	1	2	-6.8930562595033	0								4	Lachin, Laç, Azerbaijan	AJ	AJ28	535	39.6408	46.5469	-2707442	4	Lachin, Laç, Azerbaijan	AJ	AJ28	535	39.6408	46.5469	-2707442	20250506064500	http://today.az/news/politics/258909.html
1242027305	20250506	202505	2025	2025.3452											AZECVL	AZERBAIJAN	AZE					CVL			0	043	043	04	1	2.8	2	1	2	-6.8930562595033	0								4	Gulustan, Goranboy, Azerbaijan	AJ	AJ21	147320	40.3565	46.5837	-2706306	4	Gulustan, Goranboy, Azerbaijan	AJ	AJ21	147320	40.3565	46.5837	-2706306	20250506064500	http://today.az/news/politics/258909.html
1242027306	20250506	202505	2025	2025.3452											BHS	BAHAMA	BHS								1	042	042	04	1	1.9	3	1	3	-10.5882352941176	0								1	Bahamas, The	BF	BF		24	-76	BF	1	Bahamas, The	BF	BF		24	-76	BF	20250506064500	https://www.tribune242.com/news/2025/may/06/bahamian-faces-up-to-20-years-in-us-prison-for-smuggling-illegal-aliens/
1242027307	20250506	202505	2025	2025.3452											BLR	BELARUSIAN	BLR								0	120	120	12	3	-4.0	8	1	8	-0.20345879959308	0								1	Belarus	BO	BO		53	28	BO	1	Belarus	BO	BO		53	28	BO	20250506064500	https://eadaily.com/en/news/2025/05/06/baltic-lice-alternative-for-lithuania-manure-march-morning-coffee-with-eadaily
1242027308	20250506	202505	2025	2025.3452											BLR	BELARUSIAN	BLR								0	120	120	12	3	-4.0	2	1	2	-0.20345879959308	0								1	Lithuania	LH	LH		56	24	LH	1	Belarus	BO	BO		53	28	BO	20250506064500	https://eadaily.com/en/news/2025/05/06/baltic-lice-alternative-for-lithuania-manure-march-morning-coffee-with-eadaily
1242027309	20250506	202505	2025	2025.3452											BUS	BUSINESS						BUS			0	036	036	03	1	4.0	5	1	5	8.08823529411765	0								4	Khamis Mushait, Saudi Arabia (general), Saudi Arabia	SA	SA00	25312	18.3064	42.7292	-3096384	4	Khamis Mushait, Saudi Arabia (general), Saudi Arabia	SA	SA00	25312	18.3064	42.7292	-3096384	20250506064500	https://www.traveldailynews.com/hotels-lodging/mercure-khamis-mushait-opens-its-doors-in-the-kingdom-of-saudi-arabia/
1242027310	20250506	202505	2025	2025.3452											BUS	INVESTOR						BUS			1	040	040	04	1	1.0	10	1	10	4	0								4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	20250506064500	https://blueprint.ng/sec-capital-market-community-hold-q1-cmc-meeting/
1242027311	20250506	202505	2025	2025.3452											BUS	INVESTOR						BUS			1	040	040	04	1	1.0	1	1	1	-0.31152647975078	0								3	Berkshire, New York, United States	US	USNY	NY107	42.3042	-76.1866	943730	3	Berkshire, New York, United States	US	USNY	NY107	42.3042	-76.1866	943730	20250506064500	https://www.miragenews.com/buffetts-retirement-future-of-his-investing-1455047/
1242027312	20250506	202505	2025	2025.3452											BUS	COMPANY						BUS			0	043	043	04	1	2.8	6	2	6	-0.49140049140049	0								2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20250506064500	https://www.post-journal.com/news/top-stories/2025/05/tariffs-muddy-cummins-financial-picture/
1242027313	20250506	202505	2025	2025.3452											BUS	INVESTOR						BUS			1	046	046	04	1	7.0	2	1	2	-0.31152647975078	0								3	Berkshire, New York, United States	US	USNY	NY107	42.3042	-76.1866	943730	3	Berkshire, New York, United States	US	USNY	NY107	42.3042	-76.1866	943730	20250506064500	https://www.miragenews.com/buffetts-retirement-future-of-his-investing-1455047/
1242027314	20250506	202505	2025	2025.3452											BUS	BUSINESS						BUS			0	046	046	04	1	7.0	3	1	3	4.56852791878172	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250506064500	https://www.traveldailynews.com/tour-operators/great-rail-journeys-acquired-by-vitruvian-partners/
1242027315	20250506	202505	2025	2025.3452											BUS	COMPANIES						BUS			0	051	051	05	1	3.4	5	1	5	2.58199581297976	0								1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	20250506064500	https://www.manilatimes.net/2025/05/06/tmt-newswire/pr-newswire/nuevocor-closes-us45-million-series-b-financing-for-clinical-development-of-novel-mechanobiology-centered-therapy-for-cardiomyopathy/2106329
