"onet_soc","commodity_code","hot_technology","in_demand"
"11-2021.00",43232106,TRUE,TRUE
"11-2021.00",43231507,TRUE,FALSE
"11-2021.00",43232112,FALSE,FALSE
"11-2021.00",43233513,TRUE,FALSE
"11-2021.00",43232306,TRUE,FALSE
"11-2021.00",43231507,TRUE,FALSE
"11-2021.00",43231518,TRUE,FALSE
"11-2021.00",43232402,TRUE,FALSE
"11-2021.00",43232402,TRUE,FALSE
"11-2021.00",43232402,FALSE,FALSE
"11-2021.00",43232104,TRUE,FALSE
"11-2021.00",43232314,FALSE,FALSE
"11-2021.00",43232605,FALSE,FALSE
"11-2021.00",43232306,TRUE,FALSE
"11-2021.00",43232505,FALSE,FALSE
"11-2021.00",43232605,FALSE,FALSE
"11-2021.00",43231602,FALSE,FALSE
"11-2021.00",43233205,FALSE,FALSE
"11-2021.00",43232304,TRUE,FALSE
"11-2021.00",43232605,FALSE,FALSE
"11-2021.00",43231511,FALSE,FALSE
"11-2021.00",43232314,FALSE,FALSE
"11-2021.00",43232306,TRUE,FALSE
"11-2021.00",43231604,FALSE,FALSE
"11-2021.00",43232303,FALSE,FALSE
"11-2021.00",43231602,FALSE,FALSE
"11-2021.00",43231602,FALSE,FALSE
"11-2021.00",43232408,TRUE,FALSE
"11-2021.00",43231602,TRUE,FALSE
"11-2021.00",43231602,FALSE,FALSE
"11-2021.00",43232304,TRUE,FALSE
"11-2021.00",43232303,FALSE,FALSE
"11-2021.00",43232502,FALSE,FALSE
"11-2021.00",43232408,TRUE,FALSE
"11-2021.00",43232405,TRUE,FALSE
"11-2021.00",43232303,FALSE,FALSE
"11-2021.00",43232314,FALSE,FALSE
"11-2021.00",43232405,TRUE,FALSE
"11-2021.00",43232402,TRUE,FALSE
"11-2021.00",43232408,TRUE,FALSE
"11-2021.00",43232303,FALSE,FALSE
"11-2021.00",43232303,TRUE,TRUE
"11-2021.00",43232303,FALSE,FALSE
"11-2021.00",43231602,FALSE,FALSE
"11-2021.00",43231602,TRUE,FALSE
"11-2021.00",43232605,TRUE,FALSE
"11-2021.00",43232103,FALSE,FALSE
"11-2021.00",43232103,FALSE,FALSE
"11-2021.00",43233513,TRUE,FALSE
"11-2021.00",43232102,FALSE,FALSE
"11-2021.00",43232107,FALSE,FALSE
"11-2021.00",43233513,FALSE,FALSE
"11-2021.00",43232806,TRUE,FALSE
"11-2021.00",43232605,FALSE,FALSE
"11-2021.00",43232306,TRUE,FALSE
"11-2021.00",43232405,TRUE,FALSE
"11-2021.00",43232314,TRUE,FALSE
"11-2021.00",43231601,FALSE,FALSE
"11-2021.00",43232304,TRUE,FALSE
"11-2021.00",43232605,TRUE,FALSE
"11-2021.00",43232103,TRUE,FALSE
"11-2021.00",43232705,FALSE,FALSE
"11-2021.00",43232103,FALSE,FALSE
"11-2021.00",43232107,TRUE,FALSE
"11-2021.00",43232306,TRUE,FALSE
"11-2021.00",43232103,FALSE,FALSE
"11-2022.00",43232303,FALSE,FALSE
"11-2022.00",43232202,TRUE,FALSE
"11-2022.00",43232402,FALSE,FALSE
"11-2022.00",43232102,TRUE,FALSE
"11-2022.00",43232306,FALSE,FALSE
"11-2022.00",43232106,FALSE,FALSE
"11-2022.00",43232303,FALSE,FALSE
"11-2022.00",43232604,TRUE,FALSE
"11-2022.00",43232303,FALSE,FALSE
"11-2022.00",43232108,FALSE,FALSE
"11-2022.00",43232306,FALSE,FALSE
"11-2022.00",43231604,FALSE,FALSE
"11-2022.00",43231604,FALSE,FALSE
"11-2022.00",43233513,FALSE,FALSE
"11-2022.00",43232402,TRUE,FALSE
"11-2022.00",43232303,FALSE,FALSE
"11-2022.00",43232702,FALSE,FALSE
"11-2022.00",43232107,TRUE,FALSE
"11-2022.00",43232306,FALSE,FALSE
"11-2022.00",43232510,FALSE,FALSE
"11-2022.00",43231514,FALSE,FALSE
"11-2022.00",43232307,TRUE,FALSE
"11-2022.00",43232104,TRUE,FALSE
"11-2022.00",43233513,FALSE,FALSE
"11-2022.00",43233502,FALSE,FALSE
"11-2022.00",43232107,FALSE,FALSE
"11-2022.00",43232106,FALSE,FALSE
"11-2022.00",43232303,FALSE,FALSE
"11-2022.00",43231514,TRUE,FALSE
"11-2022.00",43231505,FALSE,FALSE
"11-2022.00",43232408,TRUE,FALSE
"11-2022.00",43232314,FALSE,FALSE
"11-2022.00",43233501,FALSE,FALSE
"11-2022.00",43233701,FALSE,FALSE
"11-2022.00",43232605,TRUE,FALSE
"11-2022.00",43231508,FALSE,FALSE
"11-2022.00",43232309,FALSE,FALSE
"11-2022.00",43232107,FALSE,FALSE
"11-2022.00",43233502,FALSE,FALSE
"11-2022.00",43231514,TRUE,FALSE
"11-2022.00",43232303,FALSE,FALSE
"11-2022.00",43233205,FALSE,FALSE
"11-2022.00",43232306,TRUE,FALSE
"11-2022.00",43232402,TRUE,FALSE
"11-2022.00",43231602,TRUE,FALSE
"11-2022.00",43231602,FALSE,FALSE
"11-2022.00",43232110,TRUE,TRUE
"11-2022.00",43233501,FALSE,FALSE
"11-2022.00",43231513,TRUE,TRUE
"11-2022.00",43233501,TRUE,TRUE
"11-2022.00",43232106,TRUE,TRUE
"11-2022.00",43231507,TRUE,FALSE
"11-2022.00",43232112,FALSE,FALSE
"11-2022.00",43233513,TRUE,FALSE
"11-2022.00",43232306,TRUE,FALSE
"11-2022.00",43231507,TRUE,FALSE
"11-2022.00",43231518,TRUE,FALSE
"11-2022.00",43232402,TRUE,FALSE
"11-2022.00",43232402,TRUE,FALSE
"11-2022.00",43233004,TRUE,FALSE
"11-2022.00",43232104,TRUE,FALSE
"11-2022.00",43232314,FALSE,FALSE
"11-2022.00",43232605,FALSE,FALSE
"11-2022.00",43231602,FALSE,FALSE
"11-2022.00",43232303,FALSE,FALSE
"11-2022.00",43233205,FALSE,FALSE
"11-2022.00",43232314,FALSE,FALSE
"11-2022.00",43232306,TRUE,FALSE
"11-2022.00",43231604,FALSE,FALSE
"11-2022.00",43232303,FALSE,FALSE
"11-2022.00",43231602,FALSE,FALSE
"11-2022.00",43231602,FALSE,FALSE
"11-2022.00",43231602,FALSE,FALSE
"11-2022.00",43231602,TRUE,FALSE
"11-2022.00",43231602,FALSE,FALSE
"11-2022.00",43231507,TRUE,FALSE
"11-2022.00",43231505,FALSE,FALSE
"11-2022.00",43232106,FALSE,FALSE
"11-2022.00",43232314,FALSE,FALSE
"11-2022.00",43232405,TRUE,FALSE
"11-2022.00",43231601,FALSE,FALSE
"11-2022.00",43232303,TRUE,TRUE
"11-2022.00",43232303,FALSE,FALSE
"11-2022.00",43231602,FALSE,FALSE
"11-2022.00",43232305,FALSE,FALSE
"11-2022.00",43232305,FALSE,FALSE
"11-2022.00",43231602,TRUE,FALSE
"11-2022.00",43232605,TRUE,FALSE
"11-2022.00",43232108,FALSE,FALSE
"11-2022.00",43232102,FALSE,FALSE
"11-2022.00",43232107,FALSE,FALSE
"11-2022.00",43232303,FALSE,FALSE
"11-2022.00",43232806,TRUE,FALSE
"11-2022.00",43232306,TRUE,FALSE
"11-2022.00",43232314,TRUE,FALSE
"11-2022.00",43231601,FALSE,FALSE
"11-2022.00",43232304,TRUE,FALSE
"11-2022.00",43232303,FALSE,FALSE
"11-2022.00",43232705,FALSE,FALSE
"11-2022.00",43231505,FALSE,FALSE
"11-2022.00",43232306,TRUE,FALSE
"11-2022.00",43232103,FALSE,FALSE
"11-2022.00",43233502,TRUE,FALSE
"11-2032.00",43232202,TRUE,FALSE
"11-2032.00",43232103,TRUE,FALSE
"11-2032.00",43232102,TRUE,FALSE
"11-2032.00",43232112,FALSE,FALSE
"11-2032.00",43232107,FALSE,FALSE
"11-2032.00",43232102,TRUE,FALSE
"11-2032.00",43232112,TRUE,FALSE
"11-2032.00",43232112,FALSE,FALSE
"11-2032.00",43232102,TRUE,FALSE
"11-2032.00",43232306,FALSE,FALSE
"11-2032.00",43232103,FALSE,FALSE
"11-2032.00",43232103,FALSE,FALSE
"11-2032.00",43232103,FALSE,FALSE
"11-2032.00",43232303,FALSE,FALSE
"11-2032.00",43232303,FALSE,FALSE
"11-2032.00",43232102,TRUE,FALSE
"11-2032.00",43231513,FALSE,FALSE
"11-2032.00",43232408,TRUE,FALSE
"11-2032.00",43232107,TRUE,FALSE
"11-2032.00",43232306,FALSE,FALSE
"11-2032.00",43232103,FALSE,FALSE
"11-2032.00",43231601,FALSE,FALSE
"11-2032.00",43231514,FALSE,FALSE
"11-2032.00",43232307,TRUE,FALSE
"11-2032.00",43232104,TRUE,FALSE
"11-2032.00",43233513,FALSE,FALSE
"11-2032.00",43233501,FALSE,FALSE
"11-2032.00",43231513,TRUE,FALSE
"11-2032.00",43231514,TRUE,FALSE
"11-2032.00",43231505,FALSE,FALSE
"11-2032.00",43232408,TRUE,FALSE
"11-2032.00",43233501,FALSE,FALSE
"11-2032.00",43232107,FALSE,FALSE
"11-2032.00",43231514,TRUE,FALSE
"11-2032.00",43232106,FALSE,FALSE
"11-2032.00",43233501,FALSE,FALSE
"11-2032.00",43232306,TRUE,FALSE
"11-2032.00",43231602,TRUE,FALSE
"11-2032.00",43232110,TRUE,TRUE
"11-2032.00",43231513,TRUE,TRUE
"11-2032.00",43233501,TRUE,TRUE
"11-2032.00",43232106,TRUE,TRUE
"11-2032.00",43231507,TRUE,FALSE
"11-2032.00",43232112,FALSE,FALSE
"11-2032.00",43233513,TRUE,FALSE
"11-2032.00",43232104,TRUE,FALSE
"11-2032.00",43232314,FALSE,FALSE
"11-2032.00",43231514,FALSE,FALSE
"11-2032.00",43232303,FALSE,FALSE
"11-2032.00",43231602,FALSE,FALSE
"11-2032.00",43232303,FALSE,FALSE
"11-2032.00",43231507,FALSE,FALSE
"11-2032.00",43232112,FALSE,FALSE
"11-2032.00",43232303,TRUE,FALSE
"11-2032.00",43233513,TRUE,FALSE
"11-2032.00",43232102,FALSE,FALSE
"11-2032.00",43232107,FALSE,FALSE
"11-2032.00",43232304,TRUE,FALSE
